WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.27,72.3,42.8,09423560,2018-07-02 19:45,6.49
1.36,72.2,48.1,09423560,2018-07-02 20:00,6.60
1.50,72.0,55.5,09423560,2018-07-02 20:15,6.71
1.58,72.0,61.3,09423560,2018-07-02 20:30,6.83
1.59,71.9,64.4,09423560,2018-07-02 20:45,6.94
1.63,71.8,69.4,09423560,2018-07-02 21:00,7.05
1.75,71.8,78.0,09423560,2018-07-02 21:15,7.16
1.77,71.8,81.8,09423560,2018-07-02 21:30,7.25
1.77,71.8,84.7,09423560,2018-07-02 21:45,7.34
1.84,71.8,90.9,09423560,2018-07-02 22:00,7.43
1.82,71.8,92.3,09423560,2018-07-02 22:15,7.50
1.85,71.7,96.8,09423560,2018-07-02 22:30,7.59
1.82,71.7,98.3,09423560,2018-07-02 22:45,7.67
1.85,71.6,101,09423560,2018-07-02 23:00,7.72
1.85,71.6,104,09423560,2018-07-02 23:15,7.79
1.91,71.5,110,09423560,2018-07-02 23:30,7.86
1.91,71.4,112,09423560,2018-07-02 23:45,7.93
