WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
0.10,83.9,2.11,09423560,2018-07-25 16:15,5.64
0.18,84.1,3.91,09423560,2018-07-25 16:30,5.69
0.14,84.3,3.04,09423560,2018-07-25 16:45,5.69
0.12,84.7,2.56,09423560,2018-07-25 17:00,5.66
0.15,84.7,3.20,09423560,2018-07-25 17:15,5.66
0.15,84.8,3.14,09423560,2018-07-25 17:30,5.63
0.08,84.8,1.65,09423560,2018-07-25 17:45,5.61
0.10,84.8,2.11,09423560,2018-07-25 18:00,5.64
0.11,84.8,2.29,09423560,2018-07-25 18:15,5.62
,84.8,2.21,09423560,2018-07-25 18:30,5.64
0.10,84.6,2.11,09423560,2018-07-25 18:45,5.64
0.09,84.5,1.87,09423560,2018-07-25 19:00,5.62
,84.2,2.81,09423560,2018-07-25 19:15,5.64
,84.1,3.75,09423560,2018-07-25 19:30,5.65
0.22,80.3,4.72,09423560,2018-07-25 19:45,5.67
0.45,77.4,10.2,09423560,2018-07-25 20:00,5.73
0.61,75.2,14.4,09423560,2018-07-25 20:15,5.80
0.70,74.5,17.1,09423560,2018-07-25 20:30,5.87
0.89,74.1,22.5,09423560,2018-07-25 20:45,5.94
0.97,73.9,25.6,09423560,2018-07-25 21:00,6.01
1.05,73.8,29.0,09423560,2018-07-25 21:15,6.09
1.12,73.6,32.5,09423560,2018-07-25 21:30,6.18
1.20,73.6,36.4,09423560,2018-07-25 21:45,6.27
1.27,73.5,39.9,09423560,2018-07-25 22:00,6.34
1.38,73.5,45.2,09423560,2018-07-25 22:15,6.43
1.35,73.4,45.7,09423560,2018-07-25 22:30,6.50
1.43,73.4,49.9,09423560,2018-07-25 22:45,6.57
1.45,73.4,52.6,09423560,2018-07-25 23:00,6.66
1.51,73.4,56.1,09423560,2018-07-25 23:15,6.72
1.55,73.4,59.0,09423560,2018-07-25 23:30,6.78
1.58,73.3,62.1,09423560,2018-07-25 23:45,6.86
