1077648570,0,2015/12/26,35,(null),187,51,R3,18,701,1591,3,53,64,2,11,1
1030876375,1,2011/12/24,33,2016/03/20,1650,52,R4,-27,106,212,0,20,1,1,0,1
1031818110,0,2015/01/06,40,(null),541,26,R1,6,154,434,1,425,71,0,2,0
1094638370,1,2015/08/06,60,2016/12/11,329,23,R1,13,144,159,2,409,81,1,1,1
1050098735,1,2016/04/14,44,2016/09/07,77,26,R4,22,64,309,0,270,23,0,0,0
1007537255,0,2013/06/01,40,(null),1125,26,R1,-13,144,581,4,1931,13,0,0,0
1074068795,1,2016/05/27,35,2016/11/30,34,22,R1,23,258,1519,2,1530,10,1,0,1
1072428080,0,2014/12/19,33,(null),559,27,R2,6,31,58,1,708,10,0,0,0
1054566520,0,2012/03/27,40,(null),1556,48,R1,-28,335,835,3,306,21,0,2,0
1087287445,1,2013/09/27,25,2016/02/28,1007,34,R2,-4,115,121,0,2,0,1,0,1
1091787920,1,2014/08/12,20,2016/03/08,688,28,R1,5,57,180,0,88,1,2,5,1
1046508635,0,2016/02/07,44,(null),144,26,R6,20,20,71,0,146,3,0,0,0
1002727975,0,2014/09/18,30,(null),651,45,R1,3,122,161,2,1720,10,0,0,0
1010676630,0,2012/05/26,40,(null),1496,38,R3,-26,19,72,1,385,17,0,0,0
1055478105,0,2014/12/25,40,(null),553,46,R1,6,120,157,6,134,21,0,1,0
1091888650,0,2016/02/27,44,(null),124,37,R1,20,335,715,3,110,83,1,1,1
1020558130,0,2015/01/22,30,(null),525,53,R2,7,253,916,0,105,17,0,5,0
1014228520,1,2015/11/21,50,2016/08/13,222,35,R1,17,426,2099,2,281,175,3,16,1
1066048510,0,2015/11/18,40,(null),225,26,R1,17,113,381,1,1361,88,0,0,0
1093158345,1,2015/07/15,25,2016/07/07,351,35,R2,13,94,351,0,0,7,1,0,1
1065207435,1,2013/09/20,25,2016/08/30,1014,30,R4,-9,169,642,0,1468,10,2,12,1
1017088630,1,2016/02/05,60,2016/04/29,146,24,R1,23,43,34,0,62,6,2,4,1
1066668265,0,2015/05/02,39,(null),425,26,R3,10,406,922,1,145,140,0,0,0
1075968660,0,2016/03/02,25,(null),120,44,R3,22,282,846,0,275,26,1,12,1
1061887520,1,2013/11/23,35,2016/05/19,950,48,R5,-5,0,0,7,0,0,2,12,1
1017038720,1,2016/04/03,44,2016/06/19,88,63,R3,22,24,33,1,44,35,1,0,1
1048727735,1,2014/03/22,40,2016/12/30,831,31,R6,-3,95,244,0,271,24,2,9,1
1095737940,1,2014/08/30,30,2016/04/05,670,45,R1,5,202,793,0,2,1,1,12,1
1052038515,0,2015/11/16,40,(null),227,56,R2,17,253,1208,5,3575,82,0,0,0
1032098595,1,2016/01/05,35,2016/09/18,177,27,R1,18,57,138,4,6,6,1,0,1
1001588220,0,2015/03/29,39,(null),459,31,R1,9,371,736,5,69,82,0,0,0
1083437100,0,2013/03/19,40,(null),1199,51,R2,-16,243,1308,3,538,11,0,2,0
1052766545,0,2012/04/04,40,(null),1548,49,R1,-27,123,97,1,180,41,0,0,0
1095278560,0,2015/12/20,35,(null),193,53,R1,18,307,630,0,900,76,0,2,0
1013808550,0,2015/12/08,35,(null),205,19,R2,18,86,95,2,817,41,0,0,0
1057987760,0,2014/04/06,40,(null),816,24,R2,-3,155,352,1,2494,39,0,0,0
1080897060,1,2013/02/28,45,2016/10/04,1218,33,R4,-16,101,314,4,187,4,2,1,1
1066318085,1,2014/12/18,30,2016/02/12,560,44,R1,11,156,502,0,110,3,1,0,1
1051738105,1,2014/12/30,40,2016/03/02,548,58,R1,10,158,477,1,383,35,1,0,1
1015097300,1,2013/06/29,40,2016/10/23,1097,32,R1,-12,102,1076,2,406,10,0,0,0
1041177265,0,2013/06/10,40,(null),1116,61,R2,-13,31,136,0,83,10,0,0,0
1021007065,0,2013/02/25,30,(null),1221,64,R2,-16,197,850,1,2163,19,0,0,0
1029957380,1,2013/08/24,40,2016/11/22,1041,46,R1,-10,573,1462,3,1138,311,2,0,1
1075577085,0,2013/03/08,40,(null),1210,29,R1,-16,138,388,4,165,41,0,0,0
1025218725,1,2016/04/04,35,2016/11/12,87,36,R2,21,86,105,2,165,13,2,9,1
1007597835,0,2014/05/24,50,(null),768,33,R1,-1,104,289,4,391,71,0,0,0
1006368365,0,2015/07/24,40,(null),342,40,R1,13,639,2418,2,1826,73,0,3,0
1016307890,0,2014/07/10,40,(null),721,57,R2,0,5,4,2,212,1,0,0,0
1094407525,0,2013/11/25,40,(null),948,44,R1,-7,63,211,1,65,33,0,2,0
1099707690,0,2014/03/06,40,(null),847,31,R2,-4,25,392,0,394,3,0,0,0
1091887880,1,2014/07/08,30,2016/09/18,723,25,R2,0,40,58,5,172,5,1,0,1
1003407375,1,2013/08/13,40,2016/08/14,1052,27,R3,-11,112,253,3,192,18,0,0,0
1000417870,1,2014/06/24,40,2017/01/18,737,44,R6,0,177,1365,0,1102,161,0,0,0
1057657230,1,2013/05/22,40,2016/05/20,1135,33,R3,-11,40,184,0,435,10,1,0,1
1078746480,0,2012/03/14,25,(null),1569,35,R4,-28,127,263,0,8,1,0,0,0
1001258745,1,2016/04/18,40,2016/12/11,73,25,R1,22,56,50,1,57,32,2,4,1
1008727625,1,2014/01/10,33,2016/03/11,902,48,R3,-2,295,478,1,46,10,1,0,1
1018528270,0,2015/04/26,50,(null),431,61,R2,10,102,79,3,19,54,0,0,0
1024157620,0,2014/01/11,40,(null),901,50,R1,-6,102,183,0,24,36,0,0,0
1098598715,0,2016/04/02,35,(null),89,43,R1,21,132,116,1,357,20,0,0,0
1031558180,1,2015/03/05,50,2016/06/16,483,42,R1,9,289,525,0,304,135,3,13,1
1040878550,0,2015/12/10,40,(null),203,20,R2,18,308,327,6,2885,82,1,4,1
1014587535,1,2013/11/26,25,2016/12/03,947,57,R1,-7,5,8,0,715,2,1,0,1
1089976350,0,2011/12/09,35,(null),1665,73,R1,-31,10,15,0,20,3,0,0,0
1099328735,0,2016/04/18,50,(null),73,34,R2,22,53,45,1,9,25,0,0,0
1007127540,1,2013/11/30,40,2016/12/07,943,32,R3,-7,21,218,0,1205,13,1,0,1
1043738105,1,2014/12/30,20,2016/05/28,548,46,R4,8,175,372,0,801,7,2,0,1
1099796985,1,2012/12/26,25,2016/08/13,1282,59,R6,-18,127,305,0,79,45,2,6,1
1064007740,0,2014/03/27,25,(null),826,70,R1,-3,222,414,0,25,61,0,0,0
1033507815,1,2014/05/09,20,2016/12/18,783,61,R3,-2,86,243,0,21,15,1,0,1
1023758630,0,2016/02/05,40,(null),146,28,R1,23,120,308,9,921,29,0,0,0
1006508745,0,2012/01/18,44,(null),1625,47,R4,-30,25,17,1,1269,8,0,0,0
1091728510,0,2015/11/20,40,(null),223,48,R4,17,250,679,1,167,62,0,0,0
1082817620,0,2014/01/14,29,(null),898,46,R1,-6,113,178,1,38,7,0,0,0
1057746340,1,2011/11/24,35,2016/05/07,1680,32,R4,-30,182,623,2,91,130,1,0,1
1086587570,1,2012/12/13,39,2016/06/23,1295,50,R2,-18,2,4,0,73,9,1,0,1
1049188755,0,2016/04/27,40,(null),64,31,R5,22,162,442,0,727,54,0,0,0
1039948055,1,2014/11/30,33,2016/12/16,578,47,R1,5,31,56,2,618,4,1,0,1
1055257830,0,2014/05/27,30,(null),765,29,R1,-1,838,1200,1,371,12,0,0,0
1079717905,1,2014/07/21,20,2016/09/15,710,36,R4,1,211,401,0,7,14,1,0,1
1066178710,0,2016/03/31,40,(null),91,52,R2,21,60,59,0,27,18,0,0,0
1051886875,0,2011/10/06,40,(null),1729,26,R2,-33,216,140,1,461,42,0,0,0
1056788355,1,2015/07/21,35,2016/12/01,345,43,R1,13,266,361,0,64,25,0,0,0
1027947160,1,2013/03/30,40,2016/05/05,1188,33,R1,-13,14,16,0,0,0,0,0,0
1075748235,0,2013/05/12,50,(null),1145,45,R3,-14,106,206,2,264,37,0,2,0
1039948055,1,2014/11/30,33,2016/12/16,578,47,R1,5,31,56,2,618,4,0,0,0
1061828405,1,2015/08/25,40,2016/11/22,310,34,R1,14,88,570,0,11,16,1,0,1
1045617500,1,2013/11/10,29,2016/03/15,963,30,R2,-4,143,504,4,75,8,3,7,1
1007376765,1,2012/08/20,25,2016/09/25,1410,56,R2,-23,204,381,0,257,38,1,0,1
1048367560,0,2013/12/09,29,(null),934,49,R3,-7,42,46,0,91,10,0,0,0
1018877745,1,2014/03/26,40,2016/04/09,827,43,R1,0,9,34,0,130,31,1,0,1
1065117670,0,2013/07/03,40,(null),1093,32,R1,-12,434,1268,0,167,128,6,58,1
1025398025,1,2014/11/07,40,2016/02/14,601,45,R1,9,1368,3369,2,777,47,4,9,1
1021378165,0,2015/02/18,30,(null),498,48,R1,8,12,56,2,6,3,0,0,0
1061828405,1,2015/08/25,40,2016/11/22,310,34,R1,14,88,570,0,11,16,0,0,0
1053998615,0,2016/01/24,40,(null),158,26,R2,19,264,938,3,3132,72,1,4,1
1021207890,1,2014/07/10,40,2016/03/24,721,40,R2,4,92,264,0,36,28,2,6,1
1008756490,0,2012/03/12,40,(null),1571,44,R2,-28,12,39,0,12,12,0,0,0
1086546635,0,2012/03/21,40,(null),1562,35,R1,-28,103,195,2,301,68,0,2,0
1079517460,1,2013/10/10,40,2016/10/02,994,55,R3,-9,51,241,0,27,35,1,0,1
1045818015,0,2014/10/31,30,(null),608,51,R1,4,99,295,6,487,14,1,12,1
1097866255,1,2011/09/18,35,2016/08/25,1747,60,R2,-34,284,994,0,39,26,2,7,1
1034607450,0,2013/09/30,25,(null),1004,37,R1,-9,6,25,0,279,1,0,0,0
1013088220,0,2015/03/29,39,(null),459,42,R4,9,68,201,2,1302,16,1,5,1
1008457235,1,2013/05/19,40,2016/05/21,1138,30,R5,-12,297,1036,0,448,158,2,4,1
1041817295,1,2013/06/26,29,2016/12/27,1100,54,R3,-12,43,70,3,533,15,1,0,1
1047027540,0,2013/12/01,29,(null),942,52,R2,-7,68,332,4,1152,9,0,0,0
1032708520,1,2015/11/23,35,2016/09/01,220,28,R2,17,26,64,0,181,12,1,0,1
1065017105,1,2013/03/18,39,2016/03/27,1200,23,R6,-12,31,54,2,1775,17,1,0,1
1022708555,0,2015/12/09,35,(null),204,51,R5,18,116,483,1,274,65,0,0,0
1033108375,0,2015/08/02,40,(null),333,32,R1,13,85,234,1,152,41,0,0,0
1073068110,0,2015/01/09,33,(null),538,33,R3,11,110,551,0,330,0,0,0,0
1078177295,1,2013/06/28,40,2016/11/20,1098,30,R4,-12,4,4,0,8,4,0,0,0
1045217665,0,2014/02/15,40,(null),866,23,R5,-5,38,25,8,508,11,0,0,0
1086597630,0,2014/01/23,25,(null),889,60,R1,-5,308,484,0,248,35,1,1,1
1080598635,1,2016/02/10,35,2016/04/21,141,57,R1,23,86,62,0,1138,12,1,0,1
1002556795,0,2012/09/09,40,(null),1390,55,R3,-22,472,952,0,544,125,0,0,0
1057237560,0,2013/12/10,40,(null),933,63,R2,-7,111,340,0,165,66,2,7,1
1074647790,1,2014/04/29,25,2016/03/15,793,72,R5,2,405,1836,0,540,194,1,0,1
1024988220,0,2015/03/30,50,(null),458,33,R2,9,382,1295,3,621,161,1,2,1
1044937635,1,2014/01/19,40,2016/07/16,893,27,R2,-5,59,109,1,1850,4,1,0,1
1014588035,1,2014/11/14,30,2017/01/30,594,39,R4,5,206,559,1,154,31,1,0,1
1009208665,0,2016/02/28,44,(null),123,60,R2,20,165,206,4,1386,50,1,3,1
1006647595,0,2013/12/22,40,(null),921,41,R4,-1,490,1610,1,114,205,1,12,1
1039158035,1,2014/11/14,30,2016/02/24,594,35,R4,10,216,1427,0,863,134,1,0,1
1060958705,1,2016/03/26,25,2016/08/20,96,62,R3,21,125,501,0,10,12,2,6,1
1072216955,1,2012/12/28,45,2016/11/19,1280,50,R1,-18,164,377,0,178,71,1,0,1
1027267795,1,2014/04/26,40,2016/12/11,796,27,R3,-2,21,68,1,559,17,1,0,1
1062447640,1,2014/01/30,40,2016/09/04,882,30,R2,-5,103,391,1,188,24,2,0,1
1014768430,1,2015/08/03,39,2016/04/23,332,35,R1,16,544,1996,4,640,10,1,3,1
1018108440,1,2015/09/19,40,2016/04/10,285,28,R2,18,115,354,2,1385,56,1,0,1
1004868545,0,2015/12/01,35,(null),212,43,R3,17,168,323,0,933,39,0,0,0
1053797560,0,2013/12/10,29,(null),933,25,R1,-7,9,6,0,43,14,0,0,0
1099717955,1,2014/09/08,20,2016/11/28,661,24,R1,2,272,1317,0,25,16,1,0,1
1057688600,0,2016/01/16,35,(null),166,35,R2,19,0,0,14,0,0,0,0,0
1025398655,0,2016/02/22,60,(null),129,49,R3,20,309,1455,1,742,80,0,2,0
1020268205,1,2014/07/14,40,(null),717,73,R1,0,584,1792,1,266,33,1,9,1
1036378675,0,2016/03/07,60,(null),115,28,R2,21,14,18,2,532,15,0,0,0
1093807865,0,2014/06/23,30,(null),738,52,R1,0,202,615,2,525,14,0,0,0
1066197820,0,2014/04/29,29,(null),793,39,R1,-2,169,611,0,20,14,0,2,0
1014957965,1,2014/09/10,40,2016/12/26,659,62,R2,2,491,1355,2,3152,176,1,0,1
1066918755,1,2016/04/28,60,2016/08/06,63,61,R3,22,24,34,0,10,14,1,0,1
1051127135,1,2013/03/29,40,2016/04/05,1189,32,R4,-12,0,1,0,4,7,1,0,1
1085088585,1,2016/01/01,40,2016/11/18,181,52,R1,18,139,315,6,377,35,1,0,1
1058776525,0,2012/03/27,40,(null),1556,49,R1,-28,285,530,0,427,60,0,0,0
1008957005,1,2013/01/23,45,2016/02/01,1254,66,R1,-12,447,624,0,48,88,1,0,1
1053978200,1,2015/03/21,39,2016/02/21,467,40,R2,14,439,3470,1,542,246,0,0,0
1038957755,1,2014/03/30,30,(null),823,54,R1,-3,197,1016,4,190,20,1,0,1
1052627880,1,2011/05/13,40,2016/11/22,1875,34,R2,-38,477,1827,9,80,123,5,11,1
1038458460,0,2015/10/05,40,(null),269,43,R1,15,126,159,4,82,27,0,0,0
1039397170,0,2013/04/15,40,(null),1172,45,R3,-15,9,8,1,124,5,0,0,0
1064947885,1,2014/07/06,35,2016/11/26,725,38,R6,0,468,899,3,5400,85,1,0,1
1076237155,1,2013/04/08,40,2016/03/26,1179,52,R1,-11,133,516,0,216,48,1,0,1
1004937545,1,2013/11/30,29,2016/08/15,943,28,R1,-7,17,51,2,322,0,1,0,1
1005368145,1,2015/01/26,40,2017/01/22,521,34,R4,7,268,714,2,967,58,2,4,1
1000457100,1,2013/03/15,40,2016/07/10,1203,42,R2,-16,59,118,1,256,40,2,2,1
1076678395,1,2015/08/19,40,2016/08/08,316,23,R1,14,220,831,3,54,24,1,0,1
1014818140,0,2015/01/30,50,(null),517,50,R3,7,36,35,1,8,18,0,0,0
1025867860,1,2014/06/18,40,2016/09/27,743,35,R5,0,374,1448,2,542,175,0,0,0
1064947885,1,2014/07/06,35,2016/11/26,725,38,R6,0,468,899,3,5400,85,0,0,0
1011288605,1,2016/01/12,50,2016/05/05,170,50,R2,21,202,740,1,761,111,1,5,1
1096668550,1,2015/10/08,35,2016/11/06,266,38,R3,16,160,551,1,735,47,1,6,1
1015798660,0,2016/02/28,35,(null),123,59,R1,20,131,461,1,1876,8,0,0,0
1037677700,0,2014/03/08,40,(null),845,26,R5,-4,287,542,4,201,95,1,15,1
1074468445,1,2015/09/23,35,2016/08/23,281,24,R5,15,81,243,2,1941,16,1,0,1
1048077090,0,2013/03/12,35,(null),1206,36,R2,-16,79,177,0,212,16,1,4,1
1002968275,1,2015/05/06,50,2016/02/29,421,46,R6,15,475,1016,8,67,169,1,0,1
1073568385,0,2015/08/11,50,(null),324,44,R4,14,66,115,0,84,18,0,2,0
1076338705,0,2016/03/27,40,(null),95,48,R1,21,48,109,0,159,9,0,0,0
1086657135,1,2013/03/30,40,2016/04/23,1188,43,R6,-12,385,1227,0,176,135,1,0,1
1080687675,1,2014/02/23,40,2016/09/03,858,27,R4,-4,105,471,1,867,58,1,2,1
1083508775,0,2016/05/13,35,(null),48,62,R5,23,85,151,0,3828,16,2,17,1
1058848705,0,2016/03/26,35,(null),96,51,R1,21,13,12,4,332,8,0,0,0
1065858365,1,2015/07/28,39,2016/10/21,338,26,R1,13,151,2031,0,52,10,1,0,1
1019516945,1,2012/12/19,40,2016/04/04,1289,51,R2,-16,194,255,0,38,54,1,0,1
1068107050,1,2013/02/22,40,2016/02/26,1224,31,R1,-11,540,1697,1,1059,148,2,10,1
1082818080,0,2012/07/12,40,(null),1449,50,R1,-24,210,434,0,22,32,1,11,1
1093518330,0,2015/07/07,40,(null),359,35,R2,12,71,163,1,88,27,0,0,0
1034378370,0,2015/08/02,60,(null),333,44,R3,13,479,1862,0,86,39,0,1,0
1017178750,1,2016/04/25,35,2016/11/02,66,42,R2,22,27,133,0,4,14,1,0,1
1038897065,1,2013/02/26,45,2016/03/17,1220,62,R2,-12,4,5,0,2,4,2,10,1
1044968200,1,2015/03/20,50,2016/10/30,468,39,R2,9,74,179,1,143,26,2,12,1
1000886450,0,2012/02/23,25,(null),1589,43,R2,-29,514,1656,0,122,8,1,3,1
1066046905,1,2012/11/30,40,2016/06/24,1308,39,R4,-18,42,102,0,322,22,2,12,1
1079678735,1,2016/04/16,44,2016/08/22,75,29,R2,22,141,503,3,89,60,2,0,1
1013898685,0,2016/03/13,40,(null),109,53,R6,21,8,7,0,103,11,0,0,0
1010638330,0,2015/07/01,20,(null),365,52,R1,12,1,1,0,4,1,0,0,0
1063677180,1,2013/04/22,45,2016/05/22,1165,48,R1,-12,0,0,0,0,13,1,0,1
1058228760,0,2016/05/03,44,(null),58,44,R4,22,256,656,1,97,68,0,0,0
1065678575,1,2015/12/25,35,2016/09/09,188,23,R5,18,66,146,1,1882,23,0,0,0
1029227460,1,2013/10/06,40,2016/10/02,998,54,R1,-9,192,213,0,60,7,0,0,0
1095028530,0,2015/11/30,35,(null),213,47,R1,17,194,239,1,64,24,0,0,0
1079678735,1,2016/04/16,44,2016/08/22,75,29,R2,22,141,503,3,89,60,1,0,1
1035057570,1,2013/12/15,29,2016/03/23,928,45,R1,-3,112,113,0,2582,7,2,0,1
1027008190,0,2015/03/13,50,(null),475,33,R2,9,100,219,3,326,128,0,1,0
1042758315,1,2015/06/19,30,2016/09/24,377,44,R1,12,90,186,1,192,20,1,0,1
1078876955,0,2012/12/28,40,(null),1280,29,R3,-18,15,15,2,66,6,0,0,0
1065757085,1,2013/03/07,45,2017/01/19,1211,42,R4,-16,0,1,0,13,4,1,0,1
1033327910,0,2014/07/27,50,(null),704,26,R4,1,212,962,3,121,52,1,3,1
1013627125,1,2013/03/23,25,2016/04/26,1195,47,R2,-12,394,1278,0,176,128,1,4,1
1074868170,0,2015/02/13,50,(null),503,40,R1,13,241,1144,1,85,32,0,0,0
1059258525,0,2015/11/25,35,(null),218,46,R4,17,51,222,0,152,19,0,0,0
1045328170,0,2015/02/28,30,(null),488,33,R2,8,167,141,1,346,43,0,0,0
1052958090,0,2011/09/28,40,(null),1737,27,R2,-34,57,360,2,1944,4,0,0,0
1066938160,0,2015/02/23,40,(null),493,23,R4,8,134,582,1,171,45,1,5,1
1072317620,1,2014/01/14,25,2017/01/09,898,50,R2,-6,60,45,0,3866,4,1,0,1
1056298085,1,2014/12/17,40,2016/12/05,561,38,R4,6,112,345,6,52,20,2,6,1
1012637965,0,2014/09/09,20,(null),660,45,R3,2,99,150,0,427,21,0,0,0
1085058730,1,2016/04/17,40,2016/08/26,74,24,R1,22,633,2081,7,425,176,2,1,1
1054097525,1,2013/11/23,50,2016/02/28,950,46,R1,-2,208,833,1,13,38,1,0,1
1015947125,0,2013/03/23,40,(null),1195,59,R1,-16,59,136,0,5,18,0,0,0
1022228620,0,2016/01/29,40,(null),153,53,R4,19,46,261,4,495,21,1,3,1
1090528770,1,2016/05/13,35,2016/08/27,48,51,R3,23,0,0,20,1,0,1,0,1
1047627625,1,2014/01/12,40,2016/03/18,900,45,R1,-2,382,1093,2,618,114,1,0,1
1038567470,1,2013/10/13,40,2016/08/18,991,47,R2,-9,157,1009,0,85,51,1,1,1
1011366520,0,2012/03/26,40,(null),1557,43,R2,-28,183,462,0,44,31,0,2,0
1038998580,1,2015/12/29,50,2016/11/17,184,21,R5,18,6,41,0,29,14,1,1,1
1051828240,0,2015/04/17,39,(null),440,17,R2,10,111,104,8,250,32,0,0,0
1058996695,0,2012/07/09,25,(null),1452,75,R1,-24,89,276,0,5,4,1,2,1
1026988155,0,2015/02/09,50,(null),507,47,R1,7,330,670,0,117,70,1,1,1
1045317430,1,2013/09/18,40,2016/09/24,1016,47,R1,-10,28,45,6,503,17,1,0,1
1026607595,0,2013/02/05,25,(null),1241,73,R2,-17,54,454,0,5,10,0,0,0
1076416975,0,2013/01/09,45,(null),1268,34,R2,-18,72,147,0,158,47,0,0,0
1008428650,1,2016/02/21,44,2016/06/30,130,55,R1,21,680,1141,6,2288,209,7,51,1
1064377725,1,2014/03/19,40,2016/10/21,834,35,R1,-3,66,159,0,69,37,1,0,1
1065167535,0,2012/11/20,40,(null),1318,35,R4,-20,279,920,1,343,66,1,3,1
1074358165,1,2015/02/23,40,2016/04/12,493,39,R2,11,80,211,3,26,20,2,10,1
1096626750,0,2012/08/19,40,(null),1411,26,R2,-23,331,1012,2,2158,99,0,2,0
1091707720,1,2014/03/20,40,2016/08/31,833,43,R1,-3,302,716,0,4460,93,1,0,1
1042127685,1,2014/02/27,25,2016/05/14,854,63,R5,-2,37,45,0,190,27,1,0,1
1041298700,0,2016/03/26,44,(null),96,44,R1,21,169,568,4,729,65,0,0,0
1058088545,0,2015/12/05,35,(null),208,23,R1,17,89,124,8,640,58,0,0,0
1051076765,0,2012/06/30,39,(null),1461,69,R2,-24,25,59,0,94,1,0,0,0
1057218515,0,2015/11/17,50,(null),226,51,R2,17,335,2430,2,201,87,2,14,1
1058588725,1,2016/04/07,35,2016/07/16,84,52,R3,22,42,191,1,2430,2,1,0,1
1091308120,0,2015/01/19,30,(null),528,34,R5,7,83,481,1,28,35,0,0,0
1075877595,0,2013/12/26,29,(null),917,28,R2,-6,17,30,0,146,3,0,0,0
1042127685,1,2014/02/27,25,2016/05/14,854,63,R5,-2,37,45,0,190,27,0,0,0
1096428575,0,2015/12/27,35,(null),186,53,R1,18,94,269,0,601,22,0,0,0
1049476025,0,2011/04/19,40,(null),1899,54,R2,-39,894,2380,1,134,74,0,0,0
1041627505,1,2013/11/09,29,2017/01/03,964,52,R4,-8,59,249,0,74,16,2,13,1
1012418675,1,2016/03/05,44,2016/08/14,117,37,R2,20,247,551,2,227,110,1,0,1
1041478545,0,2015/12/03,35,(null),210,43,R4,17,71,182,2,138,29,0,0,0
1050038500,1,2015/11/07,25,2016/08/13,236,48,R3,17,170,238,0,79,10,1,0,1
1003247525,1,2013/10/29,40,2017/01/29,975,29,R1,-8,136,139,1,1963,23,2,12,1
1002658425,0,2015/08/31,50,(null),304,24,R5,14,114,77,1,748,19,0,0,0
1027028545,0,2015/12/03,35,(null),210,28,R2,17,292,510,2,1184,65,1,3,1
1075678705,1,2016/03/27,25,2016/06/18,95,49,R5,22,43,74,0,1285,1,2,0,1
1068548545,0,2015/12/05,35,(null),208,30,R2,17,70,152,1,936,19,0,0,0
1015408250,0,2015/04/22,50,(null),435,29,R1,10,460,2408,2,290,176,1,3,1
1036698670,0,2016/03/07,60,(null),115,38,R2,21,278,633,2,1617,118,1,0,1
1050038500,1,2015/11/07,25,2016/08/13,236,48,R3,17,170,238,0,79,10,0,0,0
1094027375,0,2013/08/19,25,(null),1046,56,R1,-11,62,72,0,1,1,0,0,0
1054658785,0,2016/05/19,35,(null),42,34,R6,23,86,351,0,55,19,0,0,0
1030177555,1,2013/12/05,40,2016/12/11,938,25,R4,-7,120,249,1,2623,56,1,0,1
1052937705,0,2014/03/09,25,(null),844,47,R1,-4,5,10,0,200,3,0,0,0
1046267295,0,2013/06/27,40,(null),1099,31,R2,-12,10,16,1,19,6,0,0,0
1055408170,0,2015/02/28,30,(null),488,22,R6,8,11,8,1,603,1,0,0,0
1021476910,0,2012/12/02,40,(null),1306,49,R3,-19,273,885,4,64,35,1,5,1
1081737620,1,2014/01/14,40,2016/04/03,898,25,R4,-3,218,477,0,419,144,4,12,1
1065838670,1,2016/03/09,44,2017/01/25,113,52,R6,21,200,677,0,154,61,2,12,1
1053337705,0,2014/03/09,25,(null),844,50,R6,-4,48,45,0,144,7,0,0,0
1044528665,1,2016/02/29,35,2016/06/01,122,66,R1,21,82,109,0,48,10,2,6,1
1042167455,1,2013/09/30,25,2016/03/01,1004,45,R3,-5,212,444,0,62,15,1,0,1
1037878360,1,2015/07/26,60,2016/05/18,340,44,R2,15,392,2357,0,2646,129,1,2,1
1061468415,0,2015/08/31,50,(null),304,33,R6,14,23,33,1,1901,17,0,0,0
1012597835,0,2014/01/13,29,(null),899,41,R3,-6,108,599,2,37,23,0,7,0
1005478255,1,2015/04/21,39,2016/02/29,436,31,R1,15,23,275,1,1243,18,1,0,1
1041748445,0,2015/09/20,40,(null),284,55,R2,15,179,799,4,37,73,1,9,1
1066458230,0,2015/04/10,30,(null),447,34,R2,9,88,228,1,9,17,0,0,0
1079297045,1,2013/02/17,25,2016/03/02,1229,67,R1,-13,0,0,0,0,5,1,0,1
1018748560,0,2015/12/15,25,(null),198,50,R2,18,125,203,0,12,12,0,3,0
