Temp,Flow,site_no,datetime,Velocity,GageHeight
80.5,140,09429070,2018-07-09 11:15,0.64,6.39
80.7,137,09429070,2018-07-09 11:30,0.64,6.32
81.0,133,09429070,2018-07-09 11:45,0.63,6.26
81.2,139,09429070,2018-07-09 12:00,0.66,6.24
81.3,135,09429070,2018-07-09 12:15,0.64,6.20
81.4,136,09429070,2018-07-09 12:30,0.65,6.19
81.5,145,09429070,2018-07-09 12:45,0.72,6.01
81.5,145,09429070,2018-07-09 13:00,0.73,5.93
81.7,136,09429070,2018-07-09 13:15,0.69,5.88
81.8,146,09429070,2018-07-09 13:30,0.76,5.73
81.9,138,09429070,2018-07-09 13:45,0.74,5.61
82.2,133,09429070,2018-07-09 14:00,0.73,5.53
82.4,130,09429070,2018-07-09 14:15,0.73,5.46
82.6,133,09429070,2018-07-09 14:30,0.75,5.41
82.8,135,09429070,2018-07-09 14:45,0.77,5.37
83.0,143,09429070,2018-07-09 15:00,0.84,5.23
83.2,138,09429070,2018-07-09 15:15,0.84,5.11
83.3,132,09429070,2018-07-09 15:30,0.81,5.05
83.4,128,09429070,2018-07-09 15:45,0.80,5.00
83.5,125,09429070,2018-07-09 16:00,0.79,4.94
83.5,142,09429070,2018-07-09 16:15,0.94,4.76
83.5,138,09429070,2018-07-09 16:30,0.94,4.66
83.5,137,09429070,2018-07-09 16:45,0.95,4.59
83.5,139,09429070,2018-07-09 17:00,0.98,4.54
83.5,134,09429070,2018-07-09 17:15,0.96,4.50
83.6,117,09429070,2018-07-09 17:30,0.84,4.47
83.5,117,09429070,2018-07-09 17:45,0.85,4.45
83.5,108,09429070,2018-07-09 18:00,0.79,4.42
83.4,106,09429070,2018-07-09 18:15,0.78,4.41
83.4,105,09429070,2018-07-09 18:30,0.78,4.39
83.4,124,09429070,2018-07-09 18:45,0.92,4.38
83.3,101,09429070,2018-07-09 19:00,0.74,4.45
83.2,105,09429070,2018-07-09 19:15,0.76,4.49
83.2,106,09429070,2018-07-09 19:30,0.75,4.52
83.2,117,09429070,2018-07-09 19:45,0.83,4.54
83.1,124,09429070,2018-07-09 20:00,0.88,4.54
83.1,133,09429070,2018-07-09 20:15,0.93,4.57
83.0,130,09429070,2018-07-09 20:30,0.88,4.69
82.9,137,09429070,2018-07-09 20:45,0.91,4.76
82.9,130,09429070,2018-07-09 21:00,0.86,4.78
82.7,127,09429070,2018-07-09 21:15,0.83,4.81
82.6,118,09429070,2018-07-09 21:30,0.77,4.83
82.4,110,09429070,2018-07-09 21:45,0.69,4.95
82.3,109,09429070,2018-07-09 22:00,0.68,5.02
82.3,111,09429070,2018-07-09 22:15,0.68,5.07
82.1,123,09429070,2018-07-09 22:30,0.75,5.11
82.0,122,09429070,2018-07-09 22:45,0.72,5.23
81.8,131,09429070,2018-07-09 23:00,0.76,5.31
81.7,135,09429070,2018-07-09 23:15,0.77,5.36
81.6,127,09429070,2018-07-09 23:30,0.72,5.41
81.4,135,09429070,2018-07-09 23:45,0.76,5.44
