681601,2010/08/20:10:35:14 AM,10,ONLINE,ACCOUNT SUMMARY
388548,2010/08/25:12:16:58 AM,6,CALLCENTER,BILL DISPUTE
566570,2010/08/22:09:32:23 AM,1,ONLINE,BILL DISPUTE
503783,2010/09/16:05:14:21 PM,8,STORE,SERVICE COMPLAINT
594079,2010/09/22:12:34:24 PM,7,CALLCENTER,SERVICE COMPLAINT
617958,2010/08/06:05:33:58 PM,4,ONLINE,ACCOUNT SUMMARY
552399,2010/08/07:06:43:39 PM,0,CALLCENTER,BILL DISPUTE
591000,2010/08/22:05:28:06 PM,6,ONLINE,ACCOUNT SUMMARY
468322,2010/08/10:09:01:57 AM,1,ONLINE,BROWSE DEVICES
422888,2010/07/31:08:04:29 AM,6,ONLINE,ACCOUNT SUMMARY
570730,2010/09/03:09:10:10 AM,14,CALLCENTER,BILL DISPUTE
522421,2010/08/13:05:01:25 PM,0,ONLINE,ACCOUNT SUMMARY
558515,2010/08/08:02:30:27 PM,8,STORE,BILL DISPUTE
512572,2010/09/05:10:37:17 PM,5,ONLINE,ACCOUNT SUMMARY
553886,2010/09/02:06:03:26 PM,2,CALLCENTER,BILL DISPUTE
616877,2010/08/16:01:13:56 PM,7,CALLCENTER,SERVICE COMPLAINT
401232,2010/09/20:06:30:23 PM,4,STORE,BILL DISPUTE
651400,2010/09/04:06:37:48 PM,12,ONLINE,BROWSE DEVICES
455577,2010/09/24:10:58:36 PM,10,STORE,SERVICE COMPLAINT
570261,2010/08/21:10:11:02 PM,0,ONLINE,ACCOUNT SUMMARY
475643,2010/09/18:11:43:51 AM,12,ONLINE,ACCOUNT SUMMARY
395074,2010/07/31:09:05:43 AM,0,CALLCENTER,BILL DISPUTE
501724,2010/08/23:01:35:24 PM,10,CALLCENTER,CANCEL SERVICE
500378,2010/08/04:01:26:42 PM,0,ONLINE,ACCOUNT SUMMARY
632028,2010/08/03:08:01:04 PM,1,ONLINE,BROWSE DEVICES
455699,2010/11/09:08:04:07 AM,12,STORE,CANCEL SERVICE
422869,2010/08/26:01:57:55 AM,6,STORE,CANCEL SERVICE
619079,2010/08/24:08:11:02 PM,6,ONLINE,ACCOUNT SUMMARY
681601,2010/08/20:10:37:49 AM,10,ONLINE,BROWSE DEVICES
388548,2010/09/01:12:16:58 PM,7,STORE,SERVICE COMPLAINT
566570,2010/08/22:09:34:01 AM,1,ONLINE,FAQ
503783,2010/09/25:09:14:21 AM,9,STORE,BILL DISPUTE
594079,2010/09/29:06:34:24 PM,8,STORE,SERVICE COMPLAINT
617958,2010/08/06:05:35:41 PM,4,ONLINE,ACCOUNT SUMMARY
552399,2010/08/15:02:43:39 AM,1,CALLCENTER,BILL DISPUTE
591000,2010/08/22:05:32:03 PM,7,ONLINE,ACCOUNT SUMMARY
468322,2010/08/14:09:01:57 AM,2,STORE,BILL DISPUTE
422888,2010/07/31:08:08:20 AM,6,ONLINE,VIEW BILL
570730,2010/09/09:01:10:10 AM,15,CALLCENTER,CANCEL SERVICE
522421,2010/08/13:05:03:29 PM,0,ONLINE,FAQ
558515,2010/08/08:02:33:47 PM,9,ONLINE,ACCOUNT SUMMARY
512572,2010/09/15:03:37:17 AM,6,CALLCENTER,SERVICE COMPLAINT
553886,2010/09/12:01:03:26 PM,3,CALLCENTER,BILL DISPUTE
616877,2010/08/16:01:16:51 PM,8,ONLINE,ACCOUNT SUMMARY
401232,2010/09/20:06:31:24 PM,5,ONLINE,ACCOUNT SUMMARY
651400,2010/09/12:02:37:48 AM,13,STORE,SERVICE COMPLAINT
455577,2010/10/03:01:58:36 AM,11,CALLCENTER,SERVICE COMPLAINT
570261,2010/08/25:11:11:02 PM,1,CALLCENTER,SERVICE COMPLAINT
475643,2010/09/18:11:44:29 AM,12,ONLINE,PROFILE UPDATE
395074,2010/07/31:09:09:43 AM,1,ONLINE,ACCOUNT SUMMARY
445585,2010/09/05:11:41:57 AM,0,CALLCENTER,SERVICE COMPLAINT
500378,2010/08/04:01:30:03 PM,0,ONLINE,BILL DISPUTE
632028,2010/08/07:04:01:04 PM,2,STORE,SERVICE COMPLAINT
689309,2010/08/07:10:22:24 PM,0,STORE,BILL DISPUTE
572036,2010/07/29:05:21:14 PM,0,STORE,SERVICE COMPLAINT
619079,2010/08/24:08:14:01 PM,6,ONLINE,ACCOUNT SUMMARY
681601,2010/08/20:10:38:30 AM,10,ONLINE,VIEW BILL
388548,2010/09/07:10:16:58 PM,8,STORE,BILL DISPUTE
566570,2010/08/22:09:35:23 AM,1,ONLINE,CUSTOMER SUPPORT
503783,2010/09/30:10:14:21 AM,10,CALLCENTER,SERVICE COMPLAINT
594079,2010/10/05:08:34:24 AM,9,CALLCENTER,SERVICE COMPLAINT
617958,2010/08/06:05:37:13 PM,4,ONLINE,REVIEW CONTRACT
552399,2010/08/15:02:46:01 AM,2,ONLINE,ACCOUNT SUMMARY
591000,2010/09/01:12:32:03 AM,8,STORE,BILL DISPUTE
468322,2010/08/14:09:03:50 AM,3,ONLINE,ACCOUNT SUMMARY
422888,2010/07/31:08:09:49 AM,6,ONLINE,ACCOUNT SUMMARY
652624,2010/08/25:03:57:30 AM,0,STORE,BILL DISPUTE
522421,2010/08/13:05:07:27 PM,0,ONLINE,SERVICE COMPLAINT
558515,2010/08/14:11:33:47 AM,10,CALLCENTER,SERVICE COMPLAINT
512572,2010/09/15:03:38:17 AM,7,ONLINE,ACCOUNT SUMMARY
553886,2010/09/12:01:04:29 PM,4,ONLINE,ACCOUNT SUMMARY
616877,2010/08/16:01:17:46 PM,8,ONLINE,ACCOUNT SUMMARY
401232,2010/09/20:06:33:38 PM,5,ONLINE,FAQ
651400,2010/09/21:12:37:48 PM,14,STORE,CANCEL SERVICE
455577,2010/10/10:07:58:36 AM,12,STORE,CANCEL SERVICE
570261,2010/08/31:03:11:02 PM,2,CALLCENTER,BILL DISPUTE
475643,2010/09/25:06:44:29 AM,13,STORE,BILL DISPUTE
395074,2010/07/31:09:11:00 AM,1,ONLINE,FAQ
445585,2010/09/08:08:41:57 AM,1,STORE,SERVICE COMPLAINT
500378,2010/08/04:01:31:12 PM,0,ONLINE,SERVICE COMPLAINT
632028,2010/08/08:08:01:04 AM,3,CALLCENTER,SERVICE COMPLAINT
689309,2010/08/12:09:22:24 AM,1,STORE,BILL DISPUTE
572036,2010/08/03:03:21:14 AM,1,STORE,SERVICE COMPLAINT
619079,2010/08/24:08:15:18 PM,7,ONLINE,ACCOUNT SUMMARY
681601,2010/08/20:10:40:38 AM,10,ONLINE,BROWSE DEVICES
388548,2010/09/12:06:16:58 PM,9,CALLCENTER,SERVICE COMPLAINT
566570,2010/08/22:09:37:36 AM,1,ONLINE,SERVICE COMPLAINT
503783,2010/10/05:10:14:21 AM,11,STORE,SERVICE COMPLAINT
594079,2010/10/08:03:34:24 AM,10,STORE,SERVICE COMPLAINT
617958,2010/08/06:05:37:49 PM,4,ONLINE,BROWSE DEVICES
552399,2010/08/15:02:48:44 AM,2,ONLINE,BROWSE DEVICES
591000,2010/09/01:12:33:11 AM,9,ONLINE,ACCOUNT SUMMARY
468322,2010/08/14:09:07:26 AM,3,ONLINE,SERVICE COMPLAINT
422888,2010/07/31:08:12:11 AM,6,ONLINE,BROWSE DEVICES
652624,2010/09/03:12:57:30 PM,1,STORE,CANCEL SERVICE
522421,2010/08/13:05:08:59 PM,0,ONLINE,PROFILE UPDATE
558515,2010/08/16:08:33:47 AM,11,STORE,SERVICE COMPLAINT
512572,2010/09/15:03:39:17 AM,8,ONLINE,ACCOUNT SUMMARY
553886,2010/09/12:01:06:31 PM,4,ONLINE,BILL DISPUTE
616877,2010/08/16:01:19:00 PM,8,ONLINE,VIEW BILL
401232,2010/09/20:06:36:47 PM,5,ONLINE,VIEW BILL
550256,2010/07/20:06:25:56 AM,0,CALLCENTER,BILL DISPUTE
475296,2010/07/25:06:05:24 PM,0,ONLINE,ACCOUNT SUMMARY
570261,2010/09/03:03:11:02 AM,3,CALLCENTER,CANCEL SERVICE
475643,2010/09/30:02:44:29 AM,14,CALLCENTER,CANCEL SERVICE
395074,2010/07/31:09:12:00 AM,1,ONLINE,CUSTOMER SUPPORT
445585,2010/09/08:08:45:49 AM,2,ONLINE,ACCOUNT SUMMARY
500378,2010/08/05:10:31:12 PM,1,CALLCENTER,SERVICE COMPLAINT
632028,2010/08/17:07:01:04 PM,4,CALLCENTER,SERVICE COMPLAINT
689309,2010/08/12:09:25:21 AM,2,ONLINE,ACCOUNT SUMMARY
572036,2010/08/11:12:21:14 AM,2,CALLCENTER,BILL DISPUTE
619079,2010/08/24:08:17:38 PM,7,ONLINE,BROWSE DEVICES
681601,2010/08/20:10:43:46 AM,10,ONLINE,BILL DISPUTE
388548,2010/09/22:08:16:58 AM,10,STORE,SERVICE COMPLAINT
566570,2010/08/22:09:38:55 AM,1,ONLINE,BROWSE DEVICES
503783,2010/10/12:08:14:21 AM,12,STORE,SERVICE COMPLAINT
594079,2010/10/08:03:35:04 AM,11,ONLINE,ACCOUNT SUMMARY
617958,2010/08/10:02:37:49 AM,5,CALLCENTER,BILL DISPUTE
552399,2010/08/20:08:48:44 AM,3,STORE,SERVICE COMPLAINT
591000,2010/09/01:12:34:19 AM,9,ONLINE,FAQ
468322,2010/08/14:09:10:03 AM,3,ONLINE,FAQ
422888,2010/07/31:08:15:03 AM,7,ONLINE,ACCOUNT SUMMARY
607619,2010/08/01:12:28:59 AM,0,CALLCENTER,BILL DISPUTE
522421,2010/08/13:05:10:47 PM,0,ONLINE,ACCOUNT SUMMARY
558515,2010/08/20:12:33:47 PM,12,STORE,BILL DISPUTE
512572,2010/09/15:03:40:41 AM,8,ONLINE,VIEW BILL
553886,2010/09/12:01:07:42 PM,4,ONLINE,BILL DISPUTE
616877,2010/08/16:01:21:26 PM,8,ONLINE,BROWSE DEVICES
401232,2010/09/24:03:36:47 AM,6,STORE,SERVICE COMPLAINT
550256,2010/07/27:02:25:56 PM,1,CALLCENTER,SERVICE COMPLAINT
475296,2010/07/25:06:06:36 PM,0,ONLINE,ACCOUNT SUMMARY
440813,2010/07/25:05:08:20 PM,0,ONLINE,ACCOUNT SUMMARY
520648,2010/07/20:06:11:36 AM,0,CALLCENTER,BILL DISPUTE
395074,2010/07/31:09:13:53 AM,1,ONLINE,ACCOUNT SUMMARY
445585,2010/09/08:08:49:38 AM,2,ONLINE,FAQ
500378,2010/08/14:01:31:12 PM,2,STORE,BILL DISPUTE
632028,2010/08/26:03:01:04 PM,5,STORE,CANCEL SERVICE
689309,2010/08/12:09:25:52 AM,2,ONLINE,BILL DISPUTE
572036,2010/08/11:12:22:25 AM,3,ONLINE,ACCOUNT SUMMARY
619079,2010/08/28:11:17:38 PM,8,STORE,SERVICE COMPLAINT
681601,2010/08/25:02:43:46 PM,11,STORE,SERVICE COMPLAINT
388548,2010/09/22:08:17:59 AM,11,ONLINE,ACCOUNT SUMMARY
566570,2010/08/29:01:38:55 PM,2,CALLCENTER,BILL DISPUTE
503783,2010/10/13:01:14:21 PM,13,STORE,BILL DISPUTE
594079,2010/10/08:03:36:27 AM,11,ONLINE,REVIEW CONTRACT
617958,2010/08/14:01:37:49 AM,6,STORE,CANCEL SERVICE
552399,2010/08/27:02:48:44 AM,4,STORE,SERVICE COMPLAINT
591000,2010/09/01:12:36:05 AM,9,ONLINE,CUSTOMER SUPPORT
468322,2010/08/14:09:11:36 AM,3,ONLINE,CUSTOMER SUPPORT
422888,2010/07/31:08:16:43 AM,7,ONLINE,FAQ
607619,2010/08/09:04:28:59 AM,1,CALLCENTER,BILL DISPUTE
522421,2010/08/17:04:10:47 PM,1,CALLCENTER,BILL DISPUTE
558515,2010/08/25:12:33:47 AM,13,STORE,BILL DISPUTE
512572,2010/09/15:03:42:41 AM,8,ONLINE,REVIEW CONTRACT
553886,2010/09/14:10:07:42 PM,5,STORE,SERVICE COMPLAINT
616877,2010/08/16:01:24:32 PM,8,ONLINE,SERVICE COMPLAINT
401232,2010/10/04:01:36:47 AM,7,CALLCENTER,BILL DISPUTE
550256,2010/07/30:12:25:56 AM,2,STORE,SERVICE COMPLAINT
475296,2010/07/25:06:08:13 PM,0,ONLINE,BILL DISPUTE
440813,2010/07/25:05:10:41 PM,0,ONLINE,REVIEW CONTRACT
520648,2010/07/20:06:12:25 AM,1,ONLINE,ACCOUNT SUMMARY
395074,2010/07/31:09:15:17 AM,1,ONLINE,BROWSE DEVICES
445585,2010/09/08:08:52:31 AM,2,ONLINE,ACCOUNT SUMMARY
500378,2010/08/22:01:31:12 PM,3,STORE,CANCEL SERVICE
412570,2010/08/31:02:43:01 PM,0,CALLCENTER,BILL DISPUTE
689309,2010/08/12:09:29:21 AM,2,ONLINE,SERVICE COMPLAINT
572036,2010/08/11:12:22:57 AM,3,ONLINE,FAQ
619079,2010/08/28:11:19:58 PM,9,ONLINE,ACCOUNT SUMMARY
681601,2010/09/03:11:43:46 AM,12,STORE,BILL DISPUTE
388548,2010/09/22:08:19:53 AM,11,ONLINE,BROWSE DEVICES
566570,2010/09/07:02:38:55 AM,3,STORE,BILL DISPUTE
503783,2010/10/13:01:15:46 PM,14,ONLINE,ACCOUNT SUMMARY
594079,2010/10/08:03:37:02 AM,12,ONLINE,ACCOUNT SUMMARY
660414,2010/08/28:09:28:32 AM,0,CALLCENTER,SERVICE COMPLAINT
552399,2010/08/29:06:48:44 PM,5,CALLCENTER,SERVICE COMPLAINT
591000,2010/09/01:12:37:56 AM,9,ONLINE,REVIEW CONTRACT
468322,2010/08/14:09:15:18 AM,3,ONLINE,VIEW BILL
422888,2010/07/31:08:17:25 AM,7,ONLINE,CUSTOMER SUPPORT
607619,2010/08/09:04:31:18 AM,2,ONLINE,ACCOUNT SUMMARY
522421,2010/08/27:07:10:47 AM,2,STORE,SERVICE COMPLAINT
558515,2010/08/25:12:36:32 AM,14,ONLINE,ACCOUNT SUMMARY
512572,2010/09/20:04:42:41 AM,9,CALLCENTER,BILL DISPUTE
553886,2010/09/14:10:10:21 PM,6,ONLINE,ACCOUNT SUMMARY
616877,2010/08/17:12:24:32 PM,9,CALLCENTER,SERVICE COMPLAINT
401232,2010/10/08:03:36:47 PM,8,STORE,BILL DISPUTE
550256,2010/08/02:10:25:56 AM,3,CALLCENTER,CANCEL SERVICE
475296,2010/07/25:06:09:51 PM,0,ONLINE,FAQ
440813,2010/07/25:05:12:46 PM,0,ONLINE,PROFILE UPDATE
520648,2010/07/20:06:16:13 AM,1,ONLINE,VIEW BILL
395074,2010/07/31:09:16:07 AM,2,ONLINE,ACCOUNT SUMMARY
445585,2010/09/08:08:55:25 AM,2,ONLINE,BROWSE DEVICES
463958,2010/08/01:02:14:40 AM,0,STORE,NEW ACCOUNT
412570,2010/09/07:05:43:01 PM,1,STORE,SERVICE COMPLAINT
689309,2010/08/18:03:29:21 PM,3,CALLCENTER,SERVICE COMPLAINT
572036,2010/08/11:12:25:29 AM,3,ONLINE,FAQ
619079,2010/08/28:11:22:55 PM,10,ONLINE,ACCOUNT SUMMARY
681601,2010/09/08:12:43:46 AM,13,STORE,CANCEL SERVICE
388548,2010/09/22:08:22:43 AM,11,ONLINE,PROFILE UPDATE
566570,2010/09/07:02:39:46 AM,4,ONLINE,ACCOUNT SUMMARY
503783,2010/10/13:01:17:17 PM,14,ONLINE,BROWSE DEVICES
594079,2010/10/08:03:40:35 AM,12,ONLINE,BROWSE DEVICES
660414,2010/09/06:07:28:32 PM,1,STORE,CANCEL SERVICE
552399,2010/08/29:06:51:19 PM,6,ONLINE,ACCOUNT SUMMARY
591000,2010/09/01:12:38:34 AM,9,ONLINE,PROFILE UPDATE
468322,2010/08/14:09:16:14 AM,3,ONLINE,ACCOUNT SUMMARY
422888,2010/07/31:08:20:03 AM,7,ONLINE,FAQ
607619,2010/08/09:04:33:13 AM,2,ONLINE,VIEW BILL
522421,2010/09/03:10:10:47 AM,3,CALLCENTER,BILL DISPUTE
558515,2010/08/26:06:36:32 PM,15,STORE,CANCEL SERVICE
512572,2010/09/27:05:42:41 AM,10,CALLCENTER,BILL DISPUTE
553886,2010/09/14:10:11:33 PM,6,ONLINE,REVIEW CONTRACT
616877,2010/08/17:12:25:43 PM,10,ONLINE,ACCOUNT SUMMARY
401232,2010/10/13:12:36:47 PM,9,STORE,BILL DISPUTE
479965,2010/09/08:01:39:18 AM,0,STORE,BILL DISPUTE
475296,2010/07/25:06:10:35 PM,0,ONLINE,BILL DISPUTE
440813,2010/07/25:05:15:38 PM,0,ONLINE,ACCOUNT SUMMARY
520648,2010/07/29:05:16:13 AM,2,CALLCENTER,SERVICE COMPLAINT
395074,2010/08/06:07:16:07 PM,3,STORE,BILL DISPUTE
445585,2010/09/09:07:55:25 PM,3,STORE,BILL DISPUTE
463958,2010/08/05:08:14:40 PM,1,STORE,SERVICE COMPLAINT
412570,2010/09/12:12:43:01 PM,2,CALLCENTER,BILL DISPUTE
689309,2010/08/24:09:29:21 PM,4,CALLCENTER,BILL DISPUTE
572036,2010/08/11:12:27:27 AM,3,ONLINE,CUSTOMER SUPPORT
619079,2010/08/28:11:26:25 PM,10,ONLINE,VIEW BILL
656315,2010/09/11:01:39:34 AM,0,STORE,BILL DISPUTE
388548,2010/09/22:08:24:42 AM,11,ONLINE,SERVICE COMPLAINT
566570,2010/09/07:02:40:19 AM,4,ONLINE,SERVICE COMPLAINT
503783,2010/10/13:01:19:48 PM,14,ONLINE,VIEW BILL
594079,2010/10/08:03:41:25 AM,12,ONLINE,PROFILE UPDATE
474827,2010/09/08:06:09:17 PM,0,CALLCENTER,SERVICE COMPLAINT
552399,2010/08/29:06:53:41 PM,6,ONLINE,REVIEW CONTRACT
591000,2010/09/01:12:41:50 AM,9,ONLINE,VIEW BILL
468322,2010/08/17:01:16:14 AM,4,STORE,SERVICE COMPLAINT
422888,2010/07/31:08:21:53 AM,7,ONLINE,CUSTOMER SUPPORT
607619,2010/08/09:04:34:38 AM,3,ONLINE,ACCOUNT SUMMARY
522421,2010/09/09:02:10:47 PM,4,STORE,BILL DISPUTE
384062,2010/08/11:06:47:59 AM,0,CALLCENTER,SERVICE COMPLAINT
512572,2010/09/29:09:42:41 PM,11,CALLCENTER,CANCEL SERVICE
553886,2010/09/14:10:13:18 PM,6,ONLINE,BILL DISPUTE
616877,2010/08/17:12:28:18 PM,10,ONLINE,REVIEW CONTRACT
401232,2010/10/15:01:36:47 AM,10,STORE,CANCEL SERVICE
479965,2010/09/08:06:39:18 PM,1,CALLCENTER,SERVICE COMPLAINT
475296,2010/07/29:09:10:35 AM,1,STORE,BILL DISPUTE
440813,2010/07/28:03:15:38 AM,1,CALLCENTER,BILL DISPUTE
520648,2010/07/29:05:16:46 AM,3,ONLINE,ACCOUNT SUMMARY
395074,2010/08/14:01:16:07 AM,4,CALLCENTER,BILL DISPUTE
445585,2010/09/18:06:55:25 AM,4,STORE,SERVICE COMPLAINT
463958,2010/08/09:03:14:40 AM,2,CALLCENTER,SERVICE COMPLAINT
412570,2010/09/16:02:43:01 PM,3,STORE,BILL DISPUTE
689309,2010/08/30:03:29:21 PM,5,STORE,BILL DISPUTE
572036,2010/08/11:12:28:09 AM,3,ONLINE,ACCOUNT SUMMARY
619079,2010/08/28:11:27:38 PM,10,ONLINE,BILL DISPUTE
656315,2010/09/16:08:39:34 AM,1,CALLCENTER,CANCEL SERVICE
388548,2010/09/22:08:25:43 AM,11,ONLINE,CANCEL SERVICE
566570,2010/09/07:02:41:25 AM,4,ONLINE,FAQ
503783,2010/10/13:01:21:45 PM,14,ONLINE,BILL DISPUTE
594079,2010/10/08:03:44:30 AM,12,ONLINE,FAQ
474827,2010/09/17:07:09:17 AM,1,CALLCENTER,SERVICE COMPLAINT
552399,2010/08/29:06:55:00 PM,6,ONLINE,CANCEL SERVICE
591000,2010/09/09:05:41:50 AM,10,STORE,SERVICE COMPLAINT
468322,2010/08/20:01:16:14 AM,5,STORE,CANCEL SERVICE
422888,2010/07/31:08:23:16 AM,7,ONLINE,ACCOUNT SUMMARY
607619,2010/08/09:04:38:25 AM,3,ONLINE,SERVICE COMPLAINT
522421,2010/09/11:01:10:47 AM,5,STORE,SERVICE COMPLAINT
384062,2010/08/11:06:49:38 AM,1,ONLINE,ACCOUNT SUMMARY
571729,2010/09/09:02:27:13 PM,0,CALLCENTER,BILL DISPUTE
553886,2010/09/14:10:14:47 PM,6,ONLINE,BILL DISPUTE
616877,2010/08/17:12:32:14 PM,10,ONLINE,BROWSE DEVICES
544832,2010/08/27:05:47:35 AM,0,ONLINE,ACCOUNT SUMMARY
479965,2010/09/15:11:39:18 AM,2,CALLCENTER,SERVICE COMPLAINT
475296,2010/08/01:08:10:35 PM,2,CALLCENTER,BILL DISPUTE
440813,2010/08/01:04:15:38 PM,2,CALLCENTER,BILL DISPUTE
520648,2010/07/29:05:20:11 AM,3,ONLINE,REVIEW CONTRACT
395074,2010/08/15:08:16:07 AM,5,STORE,SERVICE COMPLAINT
445585,2010/09/25:06:55:25 AM,5,STORE,CANCEL SERVICE
463958,2010/08/11:04:14:40 AM,3,STORE,SERVICE COMPLAINT
412570,2010/09/16:02:44:40 PM,4,ONLINE,ACCOUNT SUMMARY
689309,2010/08/30:03:33:05 PM,6,ONLINE,ACCOUNT SUMMARY
572036,2010/08/14:09:28:09 AM,4,STORE,BILL DISPUTE
619079,2010/08/28:11:30:46 PM,10,ONLINE,SERVICE COMPLAINT
521300,2010/08/02:05:01:04 AM,0,ONLINE,ACCOUNT SUMMARY
433553,2010/08/19:01:47:13 PM,0,STORE,SERVICE COMPLAINT
566570,2010/09/07:02:42:54 AM,4,ONLINE,CUSTOMER SUPPORT
503783,2010/10/13:01:23:23 PM,14,ONLINE,REVIEW CONTRACT
594079,2010/10/08:03:45:20 AM,12,ONLINE,CUSTOMER SUPPORT
474827,2010/09/26:08:09:17 AM,2,STORE,BILL DISPUTE
600422,2010/07/21:02:06:06 AM,0,STORE,NEW ACCOUNT
591000,2010/09/09:05:43:06 AM,11,ONLINE,ACCOUNT SUMMARY
398031,2010/07/24:03:38:04 AM,0,ONLINE,ACCOUNT SUMMARY
422888,2010/08/07:11:23:16 PM,8,STORE,BILL DISPUTE
607619,2010/08/09:04:40:05 AM,3,ONLINE,REVIEW CONTRACT
522421,2010/09/20:02:10:47 AM,6,CALLCENTER,CANCEL SERVICE
384062,2010/08/11:06:50:37 AM,1,ONLINE,ACCOUNT SUMMARY
571729,2010/09/15:10:27:13 AM,1,STORE,SERVICE COMPLAINT
553886,2010/09/20:08:14:47 PM,7,STORE,BILL DISPUTE
616877,2010/08/17:12:33:50 PM,10,ONLINE,PROFILE UPDATE
544832,2010/08/27:05:48:32 AM,0,ONLINE,REVIEW CONTRACT
479965,2010/09/17:08:39:18 PM,3,CALLCENTER,BILL DISPUTE
475296,2010/08/07:09:10:35 PM,3,CALLCENTER,BILL DISPUTE
440813,2010/08/10:06:15:38 PM,3,STORE,SERVICE COMPLAINT
520648,2010/07/29:05:23:08 AM,3,ONLINE,ACCOUNT SUMMARY
395074,2010/08/21:08:16:07 PM,6,CALLCENTER,BILL DISPUTE
639757,2010/07/12:12:43:38 PM,0,ONLINE,ACCOUNT SUMMARY
463958,2010/08/11:04:15:47 AM,4,ONLINE,ACCOUNT SUMMARY
412570,2010/09/16:02:47:33 PM,4,ONLINE,SERVICE COMPLAINT
689309,2010/08/30:03:36:07 PM,6,ONLINE,REVIEW CONTRACT
572036,2010/08/19:11:28:09 PM,5,STORE,BILL DISPUTE
619079,2010/08/28:11:32:33 PM,10,ONLINE,BILL DISPUTE
521300,2010/08/02:05:04:46 AM,0,ONLINE,REVIEW CONTRACT
433553,2010/08/19:01:51:03 PM,1,ONLINE,ACCOUNT SUMMARY
566570,2010/09/07:02:46:29 AM,4,ONLINE,SERVICE COMPLAINT
503783,2010/10/23:12:23:23 PM,15,CALLCENTER,CANCEL SERVICE
594079,2010/10/08:03:48:24 AM,12,ONLINE,SERVICE COMPLAINT
474827,2010/09/28:06:09:17 PM,3,CALLCENTER,SERVICE COMPLAINT
600422,2010/07/22:09:06:06 PM,1,STORE,SERVICE COMPLAINT
591000,2010/09/09:05:44:59 AM,11,ONLINE,BILL DISPUTE
398031,2010/07/25:07:38:04 PM,1,STORE,SERVICE COMPLAINT
422888,2010/08/07:11:26:55 PM,9,ONLINE,ACCOUNT SUMMARY
607619,2010/08/18:11:40:05 AM,4,STORE,BILL DISPUTE
629601,2010/07/24:03:04:10 PM,0,STORE,SERVICE COMPLAINT
384062,2010/08/11:06:52:17 AM,1,ONLINE,REVIEW CONTRACT
571729,2010/09/22:10:27:13 PM,2,CALLCENTER,SERVICE COMPLAINT
553886,2010/09/26:04:14:47 PM,8,CALLCENTER,BILL DISPUTE
616877,2010/08/17:12:35:07 PM,10,ONLINE,CANCEL SERVICE
544832,2010/08/27:05:50:34 AM,0,ONLINE,FAQ
479965,2010/09/17:08:41:32 PM,4,ONLINE,ACCOUNT SUMMARY
475296,2010/08/17:12:10:35 PM,4,CALLCENTER,BILL DISPUTE
440813,2010/08/10:06:17:53 PM,4,ONLINE,ACCOUNT SUMMARY
520648,2010/07/29:05:26:09 AM,3,ONLINE,BROWSE DEVICES
395074,2010/08/21:08:19:51 PM,7,ONLINE,ACCOUNT SUMMARY
639757,2010/07/12:12:46:44 PM,0,ONLINE,FAQ
463958,2010/08/11:04:19:37 AM,4,ONLINE,VIEW BILL
412570,2010/09/16:02:50:18 PM,5,ONLINE,ACCOUNT SUMMARY
