20077,"5ZZB8AF4C1305FEDA",3,"Battery Replacement",10735,1
20199,"5ZZ82C74D15803F6E",5,"Battery Replacement",11731,1
20056,"5ZZA3F04A3D31C850",5,"Battery Replacement",9768,1
20035,"5ZZB9A441A4A6B030",5,"Battery Replacement",8223,1
20096,"5ZZA51E438133E8A4",7,"Battery Replacement",11447,1
20218,"5ZZA74241F7658AAD",3,"Battery Replacement",10476,1
20075,"5ZZ8E3F40589FCA5C",8,"Battery Replacement",8803,1
20197,"5ZZ8FF6412B8695F1",1,"Battery Replacement",10339,1
20054,"5ZZA4DF4D8125574A",6,"Battery Replacement",8290,1
20115,"5ZZA4EC4C2DFFEF06",8,"Battery Replacement",8291,1
20094,"5ZZB10E4F075270A5",6,"Battery Replacement",9217,1
20216,"5ZZBEB447811EE65F",4,"Battery Replacement",8995,1
20073,"5ZZAF75474DF392A7",8,"Battery Replacement",11384,1
20113,"5ZZA40443E334494E",4,"Battery Replacement",11861,1
20092,"5ZZA25B4631979A30",9,"Battery Replacement",9752,1
20071,"5ZZ8B984871A8F1E0",9,"Battery Replacement",9027,1
20132,"5ZZ8D7B47B87CEDEC",7,"Battery Replacement",8363,1
20111,"5ZZBA0F4002877654",7,"Battery Replacement",8581,1
20233,"5ZZB2F44CA9085B8A",6,"Battery Replacement",8355,1
20090,"5ZZA4744494535254",2,"Battery Replacement",10011,1
20151,"5ZZ8182484EF47BC9",9,"Battery Replacement",10651,1
20130,"5ZZABE34144E26F8D",3,"Battery Replacement",9188,1
20109,"5ZZ85D14F8F784D6F",9,"Battery Replacement",11721,1
20149,"5ZZBCD74D0FD94956",5,"Battery Replacement",9635,1
20006,"5ZZ90FF46A5163064",8,"Battery Replacement",8673,1
20128,"5ZZ84DC4FAF0D6ACB",8,"Battery Replacement",9223,1
20107,"5ZZ8C3641DE349C91",2,"Battery Replacement",11869,1
20168,"5ZZA9B84D9B1B0553",5,"Battery Replacement",10347,1
20025,"5ZZ8F5B4FB909CAA8",7,"Battery Replacement",9458,1
20147,"5ZZAF2E4B896985CF",4,"Battery Replacement",8900,1
20004,"5ZZ9F9D422923B717",8,"Battery Replacement",9797,1
20126,"5ZZ8AE64C14815454",1,"Battery Replacement",8053,1
20187,"5ZZBEBF43E90390BF",8,"Battery Replacement",11620,1
20166,"5ZZBB30457D7355BD",0,"Battery Replacement",8762,1
20023,"5ZZBD0B42F6B6B1FE",3,"Battery Replacement",9110,1
20145,"5ZZB7424701B52BC9",6,"Battery Replacement",9343,1
20002,"5ZZ9B974825638902",1,"Battery Replacement",11822,1
20185,"5ZZ8E924C82D8E863",5,"Battery Replacement",8070,1
20042,"5ZZ87B247FFFCEA19",5,"Battery Replacement",11129,1
20164,"5ZZAA384155A33AC7",9,"Battery Replacement",9648,1
20021,"5ZZ8F56420242FFA5",0,"Battery Replacement",11968,1
20143,"5ZZ9625471B2ECCDD",4,"Battery Replacement",8946,1
20204,"5ZZB30D4B58F0EB8C",7,"Battery Replacement",11336,1
20061,"5ZZA14C42FEC1D942",5,"Battery Replacement",9322,1
20183,"5ZZ919A48E596C831",2,"Battery Replacement",8959,1
20040,"5ZZAE2D4AF8D096A6",4,"Battery Replacement",12093,1
20162,"5ZZAC674053945112",4,"Battery Replacement",11856,1
20223,"5ZZ8FF142EB5C779F",2,"Battery Replacement",10550,1
20019,"5ZZ81894338A2B8CE",7,"Battery Replacement",10112,1
20202,"5ZZ9F384AAAB65C2F",5,"Battery Replacement",10741,1
20059,"5ZZ9299476CB3D044",7,"Battery Replacement",12021,1
20181,"5ZZA6AB4894CD9EB9",1,"Battery Replacement",10603,1
20038,"5ZZ9AD2406FABDE8C",6,"Battery Replacement",11394,1
20221,"5ZZ847F4AB01EB087",2,"Battery Replacement",8132,1
20017,"5ZZAC2B4762E95DD7",7,"Battery Replacement",11016,1
20078,"5ZZA33F47D104686E",9,"Battery Replacement",9387,1
20200,"5ZZ83D84B1B27FB49",7,"Battery Replacement",9384,1
20057,"5ZZ9471496B43E478",6,"Battery Replacement",11543,1
20179,"5ZZ95FE4556406FB1",7,"Battery Replacement",11753,1
20036,"5ZZADFC416B8A62D2",1,"Battery Replacement",8375,1
20097,"5ZZ83F84DCFE1BD7E",0,"Battery Replacement",10658,1
20219,"5ZZ976B41EF040074",7,"Battery Replacement",11985,1
20076,"5ZZA9C240DBD946F5",1,"Battery Replacement",10363,1
20198,"5ZZ9DB449C9A77B1A",9,"Battery Replacement",11220,1
20055,"5ZZ94404118BD3B98",4,"Battery Replacement",8181,1
20095,"5ZZ85AC4C86FBD5A3",4,"Battery Replacement",9878,1
20217,"5ZZB55441F02373BC",5,"Battery Replacement",11085,1
20074,"5ZZ96244E6F403702",1,"Battery Replacement",8876,1
20053,"5ZZ864B43CC9C4F6E",9,"Battery Replacement",8928,1
20114,"5ZZ84074018AFE8CB",4,"Battery Replacement",11520,1
20093,"5ZZ9EE64E57C68BFF",4,"Battery Replacement",11570,1
20215,"5ZZ8FF940C6D03280",0,"Battery Replacement",9766,1
20072,"5ZZB0F7467B83E5C8",6,"Battery Replacement",11042,1
20133,"5ZZ9F0F431DA70F6F",2,"Battery Replacement",9567,1
20112,"5ZZ803D495097D931",2,"Battery Replacement",10348,1
20091,"5ZZB67B4976F1DDB6",6,"Battery Replacement",8230,1
20131,"5ZZ9D82466F68996D",6,"Battery Replacement",12001,1
20110,"5ZZB53443CEDB7ABF",8,"Battery Replacement",8975,1
20089,"5ZZB40A4141AA5F5F",6,"Battery Replacement",8037,1
20150,"5ZZA58947B1149D81",1,"Battery Replacement",10576,1
20007,"5ZZ908948B97A02BF",6,"Battery Replacement",8150,1
20129,"5ZZ836E4BFB71EED0",3,"Battery Replacement",9177,1
20108,"5ZZB38E451A19CEC9",7,"Battery Replacement",8773,1
20169,"5ZZB5C248F18EB97C",7,"Battery Replacement",11433,1
20148,"5ZZBC204D805178BB",5,"Battery Replacement",10191,1
20005,"5ZZ891547AEF075C4",9,"Battery Replacement",9776,1
20127,"5ZZBDB4476BAE2E10",6,"Battery Replacement",11495,1
20188,"5ZZ97894117F5EC0E",3,"Battery Replacement",8992,1
20045,"5ZZ9C3D493BEF8115",3,"Battery Replacement",8797,1
20106,"5ZZ810D4F366435F5",3,"Battery Replacement",11667,1
20228,"5ZZA15D4278F6F117",2,"Battery Replacement",8426,1
20085,"5ZZ997B409B6F12F0",1,"Battery Replacement",9005,1
20207,"5ZZ84D94C8FFFE857",5,"Battery Replacement",10535,1
20064,"5ZZ84B64DE9A3971A",3,"Battery Replacement",8961,1
20104,"5ZZAEEC488318CC07",7,"Battery Replacement",10125,1
20226,"5ZZ98E64D20CBE030",8,"Battery Replacement",8314,1
20083,"5ZZB21F43130F3A4F",8,"Battery Replacement",11433,1
20062,"5ZZ91C5435BABC69F",7,"Battery Replacement",10120,1
20123,"5ZZ909D4FEB7F4312",8,"Battery Replacement",10327,1
20102,"5ZZ909B452CAC91CF",6,"Battery Replacement",9472,1
20224,"5ZZA686449A414A91",5,"Battery Replacement",9810,1
20081,"5ZZ9B2D41037549D4",2,"Battery Replacement",10776,1
20142,"5ZZ8E9342AE0F0F0B",3,"Battery Replacement",10547,1
20121,"5ZZAB51468F7AD5B4",6,"Battery Replacement",10563,1
20100,"5ZZ9A9C4E309B4DC5",1,"Battery Replacement",11517,1
20140,"5ZZB7D6430E6247B4",2,"Battery Replacement",9359,1
20119,"5ZZ96C649D0B6BED4",8,"Battery Replacement",8091,1
20098,"5ZZB2164480B6A7AB",3,"Battery Replacement",9096,1
20159,"5ZZB2AC4FF8583803",0,"Battery Replacement",10464,1
20016,"5ZZ877D4ED334B158",4,"Battery Replacement",10746,1
20138,"5ZZ82E34AB1849577",6,"Battery Replacement",8276,1
20117,"5ZZAA874C198BED8F",5,"Battery Replacement",10902,1
20178,"5ZZB85041C7DDEA5C",9,"Battery Replacement",9924,1
20157,"5ZZ8A284B5CE2E54F",4,"Battery Replacement",11679,1
20014,"5ZZ85B04474E36491",9,"Battery Replacement",9743,1
20136,"5ZZ9C6F40B30CB642",9,"Battery Replacement",11708,1
20176,"5ZZ93E34862811684",4,"Battery Replacement",11398,1
20033,"5ZZB0064828C60343",4,"Battery Replacement",9028,1
20155,"5ZZ87E742F9720C38",9,"Battery Replacement",10690,1
20012,"5ZZBED84B7FFBDC06",4,"Battery Replacement",8432,1
20134,"5ZZADEE4B9E27E11B",0,"Battery Replacement",8579,1
20195,"5ZZ88674FFEFA1463",6,"Battery Replacement",10797,1
20052,"5ZZA29C43931EA0AC",8,"Battery Replacement",9275,1
20174,"5ZZ946E4C969A3DB4",7,"Battery Replacement",9690,1
20031,"5ZZ9EAB4FC48B0B71",0,"Battery Replacement",10820,1
20153,"5ZZ8D7E4FB7B1D609",4,"Battery Replacement",10408,1
20214,"5ZZA2DB44F3A58554",2,"Battery Replacement",8280,1
20010,"5ZZA9FA44BD81B3B3",1,"Battery Replacement",10697,1
20193,"5ZZAD4748725513D0",6,"Battery Replacement",8276,1
20050,"5ZZA9334198DD1FBD",3,"Battery Replacement",10084,1
20172,"5ZZ83CD4D1EF078A5",4,"Battery Replacement",8469,1
20029,"5ZZB0F84127F79D85",9,"Battery Replacement",10683,1
20212,"5ZZB15441A98611DC",6,"Battery Replacement",11212,1
20008,"5ZZB8A14471233CB5",1,"Battery Replacement",12079,1
20069,"5ZZ95F34422401EFE",7,"Battery Replacement",11523,1
20191,"5ZZAFC34F0C504D7C",7,"Battery Replacement",11478,1
20048,"5ZZA899419FAC8BDB",7,"Battery Replacement",11845,1
20170,"5ZZ9A614C8E116FC8",7,"Battery Replacement",11267,1
20231,"5ZZA22748E557AA7D",3,"Battery Replacement",11376,1
20027,"5ZZ9FF042E3BE5592",5,"Battery Replacement",8615,1
20088,"5ZZ8BA844CA8772D3",1,"Battery Replacement",12079,1
20210,"5ZZA75D47523C77BC",5,"Battery Replacement",10983,1
20067,"5ZZA21041C7441CCE",6,"Battery Replacement",8140,1
20189,"5ZZ8A32402B2EA8B9",7,"Battery Replacement",8562,1
20046,"5ZZAEDE42D88B8EB4",5,"Battery Replacement",11773,1
20229,"5ZZB5154D95C94CB0",3,"Battery Replacement",11048,1
20086,"5ZZA4294CBD089C68",6,"Battery Replacement",9360,1
20208,"5ZZ98A8413F3DDF77",4,"Battery Replacement",8240,1
20065,"5ZZB8A348A08768F6",6,"Battery Replacement",9645,1
20044,"5ZZ88C04D9A572025",4,"Battery Replacement",11989,1
20105,"5ZZA290452C41430B",9,"Battery Replacement",10498,1
20227,"5ZZ9D84435F28695F",4,"Battery Replacement",11639,1
20084,"5ZZ85294E67032981",0,"Battery Replacement",11406,1
20206,"5ZZA12E41B43EC470",7,"Battery Replacement",8723,1
20063,"5ZZAA994383CD3948",9,"Battery Replacement",8545,1
20124,"5ZZ84D344B65437F3",6,"Battery Replacement",8238,1
20103,"5ZZA06748056F0376",2,"Battery Replacement",9969,1
20225,"5ZZ9C884AFAAB712B",5,"Battery Replacement",10254,1
20082,"5ZZ9D024FAA201185",9,"Battery Replacement",11998,1
20122,"5ZZ87D7485B881C57",2,"Battery Replacement",9138,1
20101,"5ZZ9C2E43F39DAB9B",5,"Battery Replacement",10215,1
20080,"5ZZBADD4A78A93851",7,"Battery Replacement",11428,1
20141,"5ZZ992C48D506FEC9",5,"Battery Replacement",11337,1
20120,"5ZZB3CA4A6F37B3B2",8,"Battery Replacement",8984,1
20099,"5ZZ88874F75EEB066",0,"Battery Replacement",11389,1
20160,"5ZZ91C844945AB378",3,"Battery Replacement",8792,1
20139,"5ZZ9C984E4B61048F",3,"Battery Replacement",9078,1
20118,"5ZZA94740A49FA0BB",1,"Battery Replacement",9326,1
20158,"5ZZ8FA24CA7B3A2D6",6,"Battery Replacement",11788,1
20015,"5ZZBFF7495FF1C3DF",1,"Battery Replacement",8903,1
20137,"5ZZB27E4FAE0BE73E",4,"Battery Replacement",11431,1
20116,"5ZZ9E924C0D27F20D",1,"Battery Replacement",9534,1
20177,"5ZZ99BD4AC351D055",3,"Battery Replacement",9395,1
20034,"5ZZ9BC243DEA9E1F1",6,"Battery Replacement",8177,1
20156,"5ZZBD214BE79480CB",4,"Battery Replacement",9206,1
20013,"5ZZ9C594FF8D58B93",5,"Battery Replacement",8746,1
20135,"5ZZA8E64C090DA439",5,"Battery Replacement",10467,1
20196,"5ZZ85E54CBA008530",7,"Battery Replacement",8766,1
20175,"5ZZA6BB4FA6325026",5,"Battery Replacement",10185,1
20032,"5ZZA7984E4D15CB78",8,"Battery Replacement",12108,1
20154,"5ZZAE524895BFFC33",2,"Battery Replacement",8691,1
20011,"5ZZ955C4330063B18",9,"Battery Replacement",9860,1
20194,"5ZZAA954855DC9AFB",0,"Battery Replacement",8527,1
20051,"5ZZB3FD47E16F35EB",4,"Battery Replacement",11520,1
20173,"5ZZA4814D02990F1F",3,"Battery Replacement",11076,1
20030,"5ZZ829D4A8C0AF984",8,"Battery Replacement",8251,1
20152,"5ZZAFE74FAB49417F",1,"Battery Replacement",10747,1
20213,"5ZZ84A54A3015D9FC",0,"Battery Replacement",11948,1
20009,"5ZZBD6D47EBF27EF0",1,"Battery Replacement",9982,1
20070,"5ZZBC8B41A56C6E03",4,"Battery Replacement",9491,1
20192,"5ZZ8D8744407E5746",9,"Battery Replacement",8918,1
20049,"5ZZ96304775F089A7",4,"Battery Replacement",8034,1
20171,"5ZZ9B6147267E8A47",6,"Battery Replacement",8711,1
20232,"5ZZ97344965B6CEBD",8,"Battery Replacement",9918,1
20028,"5ZZB976478211CD45",5,"Battery Replacement",9403,1
20211,"5ZZ85AA4F305D8223",9,"Battery Replacement",11824,1
20068,"5ZZA3D9464C72EB52",3,"Battery Replacement",11396,1
20190,"5ZZB3374754B98444",5,"Battery Replacement",10244,1
20047,"5ZZBE0C4605745CD3",7,"Battery Replacement",9593,1
20230,"5ZZBFA94329088E8B",4,"Battery Replacement",11954,1
20026,"5ZZ88284096B6CC4A",7,"Battery Replacement",11766,1
20087,"5ZZBEFA4F1C0F1A47",5,"Battery Replacement",12077,1
20209,"5ZZ913D45E9805B1F",8,"Battery Replacement",9569,1
20066,"5ZZAE044553A56C4A",0,"Battery Replacement",9664,1
