"87"	"2016-09-13"	"Y"
"770"	"2017-08-10"	"Y"
"1527"	"2017-08-07"	"Y"
"761"	"2017-05-16"	"Y"
"1254"	"2017-05-30"	"Y"
"1196"	"2017-09-06"	"Y"
"1430"	"2016-11-10"	"Y"
"1577"	"2017-09-16"	"Y"
"1368"	"2017-12-14"	"Y"
"410"	"2018-03-18"	"Y"
"322"	"2017-05-29"	"Y"
"1031"	"2018-06-27"	"Y"
"1354"	"2016-09-05"	"Y"
"1036"	"2018-04-30"	"Y"
"295"	"2018-06-10"	"Y"
"564"	"2018-11-10"	"Y"
"637"	"2017-09-17"	"Y"
"1616"	"2018-03-28"	"Y"
"1655"	"2016-08-05"	"Y"
"437"	"2019-05-04"	"Y"
"182"	"2017-09-06"	"Y"
"398"	"2019-01-23"	"Y"
"1584"	"2016-12-13"	"Y"
"1410"	"2016-10-06"	"Y"
"116"	"2019-03-03"	"Y"
"707"	"2016-11-13"	"Y"
"865"	"2017-09-14"	"Y"
"966"	"2018-07-19"	"Y"
"1226"	"2017-01-26"	"Y"
"1095"	"2017-06-24"	"Y"
"1389"	"2018-07-14"	"Y"
"1024"	"2019-04-19"	"Y"
"1315"	"2018-07-31"	"Y"
"1322"	"2017-03-07"	"Y"
"573"	"2018-02-19"	"Y"
"370"	"2016-08-19"	"Y"
"1101"	"2016-06-15"	"Y"
"706"	"2017-07-04"	"Y"
"1433"	"2018-03-20"	"Y"
"209"	"2017-08-21"	"Y"
"858"	"2016-06-17"	"Y"
"118"	"2017-07-11"	"Y"
"1611"	"2017-08-22"	"Y"
"1019"	"2018-03-23"	"Y"
"1375"	"2017-01-11"	"Y"
"74"	"2018-01-11"	"Y"
"1288"	"2018-01-24"	"Y"
"600"	"2018-11-10"	"Y"
"940"	"2019-05-06"	"Y"
"1604"	"2017-10-16"	"Y"
"89"	"2016-08-16"	"Y"
"1279"	"2018-02-19"	"Y"
"714"	"2018-02-17"	"Y"
"694"	"2018-04-27"	"Y"
"741"	"2018-07-29"	"Y"
"1298"	"2018-05-21"	"Y"
"79"	"2016-09-18"	"Y"
"1635"	"2016-12-03"	"Y"
"1347"	"2018-10-04"	"Y"
"1080"	"2017-02-07"	"Y"
"1155"	"2018-07-24"	"Y"
"1320"	"2019-01-24"	"Y"
"1304"	"2016-07-11"	"Y"
"541"	"2016-10-21"	"Y"
"420"	"2017-08-24"	"Y"
"1479"	"2019-04-19"	"Y"
"1486"	"2018-07-17"	"Y"
"914"	"2019-04-23"	"Y"
"1079"	"2017-10-13"	"Y"
"1341"	"2016-07-04"	"Y"
"1596"	"2017-01-07"	"Y"
"666"	"2018-06-24"	"Y"
"172"	"2018-04-20"	"Y"
"742"	"2016-09-09"	"Y"
"471"	"2018-08-21"	"Y"
"530"	"2019-04-04"	"Y"
"1625"	"2019-05-03"	"Y"
"1481"	"2018-09-15"	"Y"
"763"	"2019-01-08"	"Y"
"565"	"2017-02-05"	"Y"
"1657"	"2018-08-19"	"Y"
"1305"	"2018-12-13"	"Y"
"840"	"2017-08-21"	"Y"
"974"	"2016-07-08"	"Y"
"946"	"2017-12-01"	"Y"
"1639"	"2017-07-30"	"Y"
"1013"	"2017-08-05"	"Y"
"1421"	"2016-07-12"	"Y"
"515"	"2017-01-03"	"Y"
"44"	"2017-04-25"	"Y"
"1522"	"2016-08-21"	"Y"
"658"	"2018-12-18"	"Y"
"314"	"2016-08-24"	"Y"
"445"	"2018-10-11"	"Y"
"64"	"2017-11-24"	"Y"
"793"	"2018-02-14"	"Y"
"101"	"2017-04-12"	"Y"
"1330"	"2018-05-07"	"Y"
"206"	"2016-10-25"	"Y"
"1258"	"2017-07-01"	"Y"
"1452"	"2016-10-26"	"Y"
"525"	"2017-10-03"	"Y"
"1476"	"2017-07-03"	"Y"
"132"	"2017-01-09"	"Y"
"508"	"2019-04-06"	"Y"
"575"	"2017-07-30"	"Y"
"1105"	"2017-09-14"	"Y"
"917"	"2018-06-03"	"Y"
"773"	"2018-06-29"	"Y"
"581"	"2017-09-18"	"Y"
"874"	"2019-04-25"	"Y"
"1176"	"2018-11-08"	"Y"
"932"	"2018-01-31"	"Y"
"1448"	"2017-05-18"	"Y"
"1039"	"2017-06-15"	"Y"
"1554"	"2018-12-25"	"Y"
"145"	"2018-01-31"	"Y"
"1189"	"2018-11-26"	"Y"
"1007"	"2019-01-17"	"Y"
"1326"	"2018-04-21"	"Y"
"1137"	"2017-07-25"	"Y"
"171"	"2018-03-11"	"Y"
"771"	"2017-04-29"	"Y"
"105"	"2018-01-26"	"Y"
"816"	"2016-08-08"	"Y"
"516"	"2017-07-12"	"Y"
"1183"	"2017-01-10"	"Y"
"1218"	"2017-11-23"	"Y"
"920"	"2018-08-28"	"Y"
"1460"	"2018-09-14"	"Y"
"899"	"2017-07-17"	"Y"
"702"	"2019-01-18"	"Y"
"1251"	"2016-05-29"	"Y"
"346"	"2019-03-02"	"Y"
"1090"	"2017-04-16"	"Y"
"1651"	"2016-10-22"	"Y"
"1059"	"2018-02-15"	"Y"
"1355"	"2019-05-09"	"Y"
"53"	"2016-06-17"	"Y"
"991"	"2018-07-11"	"Y"
"1248"	"2017-02-18"	"Y"
"1013"	"2017-10-24"	"Y"
"388"	"2016-07-03"	"Y"
"328"	"2019-03-29"	"Y"
"1363"	"2018-01-15"	"Y"
"984"	"2018-11-19"	"Y"
"728"	"2016-12-30"	"Y"
"231"	"2018-08-15"	"Y"
"262"	"2018-04-28"	"Y"
"363"	"2018-06-20"	"Y"
"1438"	"2018-03-29"	"Y"
"1171"	"2018-01-03"	"Y"
"129"	"2016-07-09"	"Y"
"700"	"2018-09-06"	"Y"
"145"	"2018-05-28"	"Y"
"1198"	"2019-04-19"	"Y"
"468"	"2016-07-20"	"Y"
"1021"	"2016-06-20"	"Y"
"1210"	"2018-12-03"	"Y"
"5"	"2019-02-22"	"Y"
"1577"	"2019-05-16"	"Y"
"989"	"2017-02-09"	"Y"
"1255"	"2018-02-11"	"Y"
"570"	"2019-03-05"	"Y"
"1179"	"2018-11-12"	"Y"
"228"	"2018-05-04"	"Y"
"18"	"2018-11-09"	"Y"
"861"	"2017-09-18"	"Y"
"215"	"2018-06-11"	"Y"
"648"	"2017-11-03"	"Y"
"1343"	"2016-08-11"	"Y"
"1334"	"2016-12-17"	"Y"
"903"	"2018-01-27"	"Y"
"751"	"2018-09-20"	"Y"
"1432"	"2016-08-05"	"Y"
"806"	"2018-09-04"	"Y"
"1389"	"2017-04-03"	"Y"
"640"	"2017-10-25"	"Y"
"302"	"2018-04-22"	"Y"
"965"	"2016-09-10"	"Y"
"1476"	"2018-04-03"	"Y"
"974"	"2017-09-04"	"Y"
"703"	"2018-04-16"	"Y"
"767"	"2018-09-09"	"Y"
"20"	"2017-10-24"	"Y"
"1101"	"2018-12-23"	"Y"
"360"	"2016-09-11"	"Y"
"854"	"2016-10-26"	"Y"
"980"	"2018-08-07"	"Y"
"1660"	"2016-08-12"	"Y"
"650"	"2017-12-29"	"Y"
"1396"	"2019-04-16"	"Y"
"1185"	"2018-11-23"	"Y"
"282"	"2019-05-10"	"Y"
"1373"	"2018-11-04"	"Y"
"737"	"2019-04-04"	"Y"
"602"	"2016-07-31"	"Y"
"286"	"2016-06-11"	"Y"
"1188"	"2018-08-03"	"Y"
"1336"	"2017-04-19"	"Y"
"1605"	"2019-02-02"	"Y"
"522"	"2017-04-13"	"Y"
"1468"	"2017-07-20"	"Y"
"1230"	"2017-02-20"	"Y"
"986"	"2018-07-29"	"Y"
"958"	"2017-05-20"	"Y"
"1120"	"2018-08-31"	"Y"
"977"	"2017-05-09"	"Y"
"96"	"2017-03-26"	"Y"
"822"	"2016-08-11"	"Y"
"1624"	"2018-01-02"	"Y"
"424"	"2018-05-26"	"Y"
"811"	"2016-11-04"	"Y"
"101"	"2017-05-29"	"Y"
"846"	"2018-05-03"	"Y"
"94"	"2016-10-03"	"Y"
"1247"	"2018-02-11"	"Y"
"106"	"2017-09-17"	"Y"
"925"	"2017-07-04"	"Y"
"1661"	"2018-06-29"	"Y"
"781"	"2017-06-20"	"Y"
"1230"	"2018-07-17"	"Y"
"740"	"2018-03-26"	"Y"
"1068"	"2017-04-16"	"Y"
"1212"	"2019-01-28"	"Y"
"1005"	"2018-07-07"	"Y"
"294"	"2018-01-30"	"Y"
"1272"	"2018-11-24"	"Y"
"469"	"2016-11-24"	"Y"
"593"	"2016-05-24"	"Y"
"996"	"2018-03-22"	"Y"
"514"	"2017-01-25"	"Y"
"1508"	"2017-11-06"	"Y"
"1452"	"2017-03-06"	"Y"
"982"	"2018-09-17"	"Y"
"352"	"2018-07-02"	"Y"
"723"	"2018-05-19"	"Y"
"1142"	"2016-09-13"	"Y"
"284"	"2018-10-21"	"Y"
"480"	"2016-12-25"	"Y"
"83"	"2019-02-16"	"Y"
"967"	"2019-04-18"	"Y"
"608"	"2018-10-28"	"Y"
"1410"	"2019-03-01"	"Y"
"1137"	"2018-10-19"	"Y"
"1304"	"2016-07-28"	"Y"
"1091"	"2018-07-05"	"Y"
"691"	"2018-11-24"	"Y"
"333"	"2016-10-15"	"Y"
"784"	"2017-06-14"	"Y"
"1371"	"2017-12-03"	"Y"
"1260"	"2017-06-22"	"Y"
"1528"	"2016-06-13"	"Y"
"1383"	"2017-04-10"	"Y"
"893"	"2018-09-06"	"Y"
"627"	"2018-01-18"	"Y"
"1437"	"2016-06-17"	"Y"
"1009"	"2019-03-30"	"Y"
"1283"	"2018-10-06"	"Y"
"1295"	"2016-10-22"	"Y"
"222"	"2016-09-10"	"Y"
"1556"	"2019-05-08"	"Y"
"1377"	"2017-01-27"	"Y"
"396"	"2017-06-01"	"Y"
"911"	"2016-07-22"	"Y"
"650"	"2016-05-28"	"Y"
"695"	"2017-01-06"	"Y"
"484"	"2017-02-07"	"Y"
"1621"	"2018-11-25"	"Y"
"1392"	"2019-02-19"	"Y"
"1458"	"2016-12-26"	"Y"
"259"	"2017-02-26"	"Y"
"1417"	"2017-08-18"	"Y"
"1567"	"2019-02-04"	"Y"
"1301"	"2016-11-30"	"Y"
"653"	"2017-04-01"	"Y"
"554"	"2016-07-30"	"Y"
"133"	"2017-01-16"	"Y"
"1138"	"2017-06-14"	"Y"
"561"	"2018-02-19"	"Y"
"1250"	"2017-12-20"	"Y"
"1631"	"2018-05-20"	"Y"
"1481"	"2017-06-15"	"Y"
"691"	"2018-03-27"	"Y"
"443"	"2018-03-01"	"Y"
"828"	"2019-04-25"	"Y"
"1338"	"2017-02-22"	"Y"
"245"	"2018-09-10"	"Y"
"1572"	"2017-05-06"	"Y"
"357"	"2018-01-20"	"Y"
"165"	"2017-05-01"	"Y"
"879"	"2018-04-16"	"Y"
"352"	"2019-01-20"	"Y"
"622"	"2016-06-29"	"Y"
"918"	"2018-04-18"	"Y"
"1611"	"2018-03-30"	"Y"
"981"	"2019-01-16"	"Y"
"701"	"2017-06-02"	"Y"
"525"	"2017-07-23"	"Y"
"657"	"2017-04-30"	"Y"
"792"	"2018-04-28"	"Y"
"144"	"2018-10-20"	"Y"
"1060"	"2018-10-06"	"Y"
"401"	"2017-05-21"	"Y"
"710"	"2019-05-11"	"Y"
"704"	"2017-07-01"	"Y"
"1483"	"2019-03-25"	"Y"
"791"	"2017-07-10"	"Y"
"946"	"2019-02-04"	"Y"
"486"	"2018-03-14"	"Y"
"597"	"2018-04-08"	"Y"
"1431"	"2018-09-01"	"Y"
"642"	"2017-06-04"	"Y"
"1046"	"2018-01-29"	"Y"
"672"	"2018-02-03"	"Y"
"784"	"2017-12-15"	"Y"
"812"	"2016-11-14"	"Y"
"1542"	"2018-09-27"	"Y"
"224"	"2019-01-23"	"Y"
"1446"	"2017-12-12"	"Y"
"1065"	"2016-10-10"	"Y"
"831"	"2017-12-08"	"Y"
"227"	"2018-01-12"	"Y"
"1515"	"2018-09-18"	"Y"
"53"	"2018-08-02"	"Y"
"1191"	"2018-06-17"	"Y"
"164"	"2016-11-10"	"Y"
"477"	"2019-03-03"	"Y"
"1624"	"2017-04-03"	"Y"
"1083"	"2017-03-02"	"Y"
"603"	"2016-08-21"	"Y"
"392"	"2017-11-29"	"Y"
"501"	"2018-04-26"	"Y"
"574"	"2019-05-01"	"Y"
"949"	"2017-01-16"	"Y"
"1366"	"2018-08-28"	"Y"
"1026"	"2018-04-02"	"Y"
"1276"	"2018-12-27"	"Y"
"411"	"2016-10-26"	"Y"
"501"	"2017-09-12"	"Y"
"981"	"2017-07-18"	"Y"
"697"	"2016-09-05"	"Y"
"1350"	"2017-02-25"	"Y"
"9"	"2017-12-31"	"Y"
"817"	"2016-07-25"	"Y"
"1350"	"2017-11-11"	"Y"
"385"	"2017-08-10"	"Y"
"1141"	"2016-09-19"	"Y"
"803"	"2016-10-14"	"Y"
"1589"	"2017-10-22"	"Y"
"205"	"2017-11-26"	"Y"
"1014"	"2017-07-12"	"Y"
"1182"	"2018-03-07"	"Y"
"151"	"2019-05-02"	"Y"
"1130"	"2018-11-04"	"Y"
"227"	"2017-10-31"	"Y"
"1120"	"2017-05-26"	"Y"
"729"	"2019-01-18"	"Y"
"228"	"2016-11-05"	"Y"
"31"	"2018-10-15"	"Y"
"1466"	"2019-02-23"	"Y"
"985"	"2018-10-12"	"Y"
"91"	"2016-09-22"	"Y"
"344"	"2017-12-25"	"Y"
"1509"	"2018-04-28"	"Y"
"1510"	"2017-05-14"	"Y"
"160"	"2019-05-11"	"Y"
"1320"	"2017-02-16"	"Y"
"624"	"2018-03-20"	"Y"
"976"	"2016-08-28"	"Y"
"156"	"2016-07-03"	"Y"
"1485"	"2017-12-30"	"Y"
"1168"	"2016-12-17"	"Y"
"280"	"2018-01-05"	"Y"
"1150"	"2016-06-06"	"Y"
"297"	"2019-01-18"	"Y"
"1051"	"2018-12-26"	"Y"
"1219"	"2018-07-09"	"Y"
"969"	"2018-09-24"	"Y"
"524"	"2017-07-11"	"Y"
"120"	"2016-05-29"	"Y"
"1581"	"2016-10-26"	"Y"
"1247"	"2018-04-29"	"Y"
"759"	"2017-05-02"	"Y"
"1051"	"2018-09-24"	"Y"
"1091"	"2017-03-17"	"Y"
"1330"	"2018-12-16"	"Y"
"31"	"2018-12-24"	"Y"
"156"	"2017-04-15"	"Y"
"1527"	"2019-03-22"	"Y"
"586"	"2018-06-10"	"Y"
"1623"	"2017-04-23"	"Y"
"536"	"2018-08-31"	"Y"
"858"	"2018-11-11"	"Y"
"1318"	"2018-03-27"	"Y"
"476"	"2018-05-17"	"Y"
"337"	"2017-06-23"	"Y"
"140"	"2016-09-22"	"Y"
"394"	"2017-07-09"	"Y"
"964"	"2017-09-06"	"Y"
"976"	"2018-01-07"	"Y"
"770"	"2017-11-16"	"Y"
"77"	"2019-04-25"	"Y"
"744"	"2019-03-26"	"Y"
"969"	"2018-07-09"	"Y"
"927"	"2016-05-21"	"Y"
"875"	"2018-04-22"	"Y"
"351"	"2016-09-26"	"Y"
"638"	"2017-11-24"	"Y"
"1607"	"2018-03-12"	"Y"
"433"	"2018-10-07"	"Y"
"888"	"2018-12-22"	"Y"
"1573"	"2017-09-06"	"Y"
"1463"	"2017-11-28"	"Y"
"1064"	"2017-12-14"	"Y"
"1577"	"2017-03-03"	"Y"
"838"	"2019-02-01"	"Y"
"1296"	"2017-08-05"	"Y"
"252"	"2017-03-21"	"Y"
"1640"	"2017-10-02"	"Y"
"1201"	"2018-05-31"	"Y"
"1382"	"2018-05-17"	"Y"
"1175"	"2016-12-15"	"Y"
"228"	"2018-01-11"	"Y"
"1267"	"2018-08-25"	"Y"
"1472"	"2016-06-07"	"Y"
"926"	"2016-08-10"	"Y"
"832"	"2019-02-10"	"Y"
"673"	"2018-12-10"	"Y"
"489"	"2017-08-29"	"Y"
"1376"	"2017-07-05"	"Y"
"869"	"2016-10-31"	"Y"
"198"	"2018-03-10"	"Y"
"657"	"2019-03-08"	"Y"
"437"	"2019-02-21"	"Y"
"1051"	"2016-05-25"	"Y"
"909"	"2017-05-03"	"Y"
"1361"	"2016-08-24"	"Y"
"770"	"2018-11-05"	"Y"
"1061"	"2018-07-07"	"Y"
"171"	"2019-01-06"	"Y"
"1052"	"2016-07-06"	"Y"
"397"	"2018-10-07"	"Y"
"292"	"2017-01-25"	"Y"
"947"	"2019-03-29"	"Y"
"960"	"2018-10-18"	"Y"
"663"	"2017-12-02"	"Y"
"1105"	"2019-02-28"	"Y"
"11"	"2016-05-26"	"Y"
"1041"	"2017-03-24"	"Y"
"1521"	"2016-11-07"	"Y"
"1534"	"2018-01-23"	"Y"
"182"	"2018-07-13"	"Y"
"1227"	"2018-07-11"	"Y"
"1251"	"2017-09-03"	"Y"
"586"	"2018-04-02"	"Y"
"1645"	"2018-07-22"	"Y"
"986"	"2018-12-11"	"Y"
"623"	"2019-01-10"	"Y"
"660"	"2018-09-16"	"Y"
"153"	"2019-05-13"	"Y"
"680"	"2018-12-31"	"Y"
"473"	"2016-06-30"	"Y"
"336"	"2017-10-15"	"Y"
"1048"	"2016-11-26"	"Y"
"1369"	"2017-11-13"	"Y"
"1470"	"2018-05-13"	"Y"
"924"	"2018-01-10"	"Y"
"1234"	"2017-10-15"	"Y"
"1522"	"2017-01-25"	"Y"
"75"	"2018-08-20"	"Y"
"1397"	"2017-09-29"	"Y"
"558"	"2017-09-01"	"Y"
"711"	"2017-01-17"	"Y"
"1532"	"2017-06-28"	"Y"
"652"	"2016-07-07"	"Y"
"1496"	"2018-10-09"	"Y"
"1207"	"2016-06-08"	"Y"
"20"	"2019-05-06"	"Y"
"714"	"2017-10-03"	"Y"
"814"	"2017-02-02"	"Y"
"141"	"2018-01-26"	"Y"
"1311"	"2018-12-06"	"Y"
"448"	"2019-01-13"	"Y"
"1175"	"2019-01-08"	"Y"
"1072"	"2017-04-01"	"Y"
"92"	"2016-07-31"	"Y"
"911"	"2017-09-24"	"Y"
"1346"	"2019-01-04"	"Y"
"980"	"2016-09-05"	"Y"
"650"	"2019-03-14"	"Y"
"1638"	"2016-12-13"	"Y"
"43"	"2019-01-18"	"Y"
"784"	"2016-07-01"	"Y"
"1541"	"2018-10-10"	"Y"
"1007"	"2018-03-11"	"Y"
"122"	"2018-09-25"	"Y"
"215"	"2016-05-20"	"Y"
"725"	"2016-10-03"	"Y"
"1231"	"2016-09-23"	"Y"
"12"	"2016-09-12"	"Y"
"1562"	"2017-11-24"	"Y"
"431"	"2019-01-24"	"Y"
"341"	"2019-02-26"	"Y"
"1659"	"2019-05-05"	"Y"
"1002"	"2017-02-07"	"Y"
"27"	"2018-10-26"	"Y"
"551"	"2018-07-07"	"Y"
"663"	"2017-11-12"	"Y"
"207"	"2017-09-12"	"Y"
"703"	"2017-07-24"	"Y"
"1398"	"2017-01-01"	"Y"
"250"	"2017-10-22"	"Y"
"906"	"2019-02-11"	"Y"
"1316"	"2017-01-17"	"Y"
"167"	"2016-11-04"	"Y"
"1102"	"2018-10-15"	"Y"
"1205"	"2016-09-22"	"Y"
"678"	"2019-02-18"	"Y"
"1104"	"2017-01-04"	"Y"
"219"	"2017-09-06"	"Y"
"1079"	"2017-06-18"	"Y"
"1086"	"2017-03-07"	"Y"
"308"	"2016-08-06"	"Y"
"1524"	"2018-07-09"	"Y"
"470"	"2017-01-27"	"Y"
"59"	"2018-11-01"	"Y"
"1326"	"2019-05-05"	"Y"
"1420"	"2018-07-01"	"Y"
"1299"	"2017-08-25"	"Y"
"1231"	"2017-04-11"	"Y"
"582"	"2017-10-03"	"Y"
"1462"	"2018-05-04"	"Y"
"1218"	"2017-03-05"	"Y"
"1209"	"2018-12-11"	"Y"
"1457"	"2017-06-29"	"Y"
"1443"	"2018-12-27"	"Y"
"288"	"2016-09-30"	"Y"
"1576"	"2017-12-11"	"Y"
"1380"	"2018-07-17"	"Y"
"854"	"2016-09-15"	"Y"
"922"	"2016-11-10"	"Y"
"133"	"2016-12-30"	"Y"
"1222"	"2016-09-13"	"Y"
"311"	"2017-09-05"	"Y"
"27"	"2016-07-30"	"Y"
"1174"	"2019-01-11"	"Y"
"95"	"2018-05-05"	"Y"
"1173"	"2016-08-05"	"Y"
"61"	"2018-10-24"	"Y"
"1073"	"2016-09-11"	"Y"
"452"	"2018-07-06"	"Y"
"781"	"2016-11-29"	"Y"
"973"	"2017-11-27"	"Y"
"1396"	"2017-12-06"	"Y"
"504"	"2018-11-05"	"Y"
"850"	"2016-06-08"	"Y"
"644"	"2018-07-07"	"Y"
"1035"	"2019-02-26"	"Y"
"397"	"2018-03-27"	"Y"
"683"	"2018-07-03"	"Y"
"238"	"2018-07-16"	"Y"
"1397"	"2018-03-12"	"Y"
"484"	"2018-06-09"	"Y"
"954"	"2019-01-13"	"Y"
"619"	"2019-02-13"	"Y"
"652"	"2018-05-31"	"Y"
"23"	"2016-08-22"	"Y"
"107"	"2017-09-26"	"Y"
"397"	"2017-10-05"	"Y"
"405"	"2019-03-28"	"Y"
"106"	"2018-03-23"	"Y"
"426"	"2017-01-20"	"Y"
"593"	"2018-04-12"	"Y"
"445"	"2017-05-07"	"Y"
"945"	"2017-07-27"	"Y"
"1270"	"2017-08-24"	"Y"
"1383"	"2016-10-27"	"Y"
"797"	"2019-01-10"	"Y"
"231"	"2018-05-12"	"Y"
"272"	"2018-05-12"	"Y"
"1456"	"2016-09-16"	"Y"
"181"	"2019-01-17"	"Y"
"528"	"2017-04-05"	"Y"
"1515"	"2018-11-09"	"Y"
"298"	"2017-01-04"	"Y"
"181"	"2018-07-23"	"Y"
"166"	"2017-12-07"	"Y"
"1602"	"2016-12-19"	"Y"
"698"	"2017-09-22"	"Y"
"1356"	"2019-01-01"	"Y"
"1072"	"2016-09-29"	"Y"
"1453"	"2018-02-13"	"Y"
"1168"	"2018-03-13"	"Y"
"398"	"2017-08-08"	"Y"
"1369"	"2017-03-03"	"Y"
"382"	"2017-08-23"	"Y"
"707"	"2018-04-12"	"Y"
"1105"	"2018-12-13"	"Y"
"1114"	"2018-11-19"	"Y"
"348"	"2018-10-19"	"Y"
"1204"	"2016-11-25"	"Y"
"1036"	"2017-01-30"	"Y"
"1627"	"2018-01-29"	"Y"
"654"	"2019-01-07"	"Y"
"397"	"2017-01-31"	"Y"
"527"	"2017-03-04"	"Y"
"1596"	"2018-01-29"	"Y"
"1265"	"2018-06-02"	"Y"
"1388"	"2016-09-21"	"Y"
"993"	"2017-12-14"	"Y"
"1316"	"2017-08-04"	"Y"
"1437"	"2018-08-20"	"Y"
"1116"	"2016-12-02"	"Y"
"1202"	"2017-05-26"	"Y"
"1459"	"2017-12-30"	"Y"
"284"	"2017-04-10"	"Y"
"809"	"2018-06-06"	"Y"
"426"	"2017-06-21"	"Y"
"1391"	"2019-03-10"	"Y"
"1374"	"2016-10-05"	"Y"
"892"	"2019-04-10"	"Y"
"1300"	"2018-05-23"	"Y"
"810"	"2018-01-23"	"Y"
"87"	"2018-09-14"	"Y"
"1529"	"2019-01-10"	"Y"
"420"	"2019-04-17"	"Y"
"125"	"2018-06-03"	"Y"
"504"	"2016-10-28"	"Y"
"959"	"2018-10-01"	"Y"
"955"	"2017-02-03"	"Y"
"87"	"2017-06-27"	"Y"
"1550"	"2016-08-12"	"Y"
"978"	"2017-04-25"	"Y"
"1322"	"2018-03-20"	"Y"
"582"	"2018-03-28"	"Y"
"1146"	"2018-02-23"	"Y"
"1088"	"2017-01-07"	"Y"
"249"	"2016-05-26"	"Y"
"1564"	"2016-10-28"	"Y"
"201"	"2018-02-20"	"Y"
"1011"	"2018-08-05"	"Y"
"832"	"2018-11-16"	"Y"
"100"	"2017-12-03"	"Y"
"1012"	"2019-02-01"	"Y"
"303"	"2018-10-12"	"Y"
"456"	"2017-05-09"	"Y"
"557"	"2017-01-29"	"Y"
"1088"	"2019-03-07"	"Y"
"1595"	"2018-05-27"	"Y"
"215"	"2017-10-23"	"Y"
"827"	"2017-07-05"	"Y"
"426"	"2017-11-22"	"Y"
"385"	"2018-05-16"	"Y"
"1097"	"2017-01-16"	"Y"
"1138"	"2018-10-24"	"Y"
"564"	"2018-08-01"	"Y"
"1208"	"2017-01-18"	"Y"
"471"	"2017-08-15"	"Y"
"12"	"2018-09-25"	"Y"
"329"	"2018-12-12"	"Y"
"1530"	"2016-07-14"	"Y"
"176"	"2018-02-02"	"Y"
"480"	"2019-02-12"	"Y"
"1612"	"2016-11-10"	"Y"
"374"	"2018-10-12"	"Y"
"169"	"2017-10-28"	"Y"
"46"	"2017-11-03"	"Y"
"35"	"2018-05-12"	"Y"
"280"	"2017-01-24"	"Y"
"460"	"2018-09-05"	"Y"
