Temp,Flow,site_no,datetime,Velocity,GageHeight
80.5,163,09429070,2018-07-03 14:45,0.97,5.21
80.6,154,09429070,2018-07-03 15:00,0.92,5.18
80.8,163,09429070,2018-07-03 15:15,0.98,5.16
80.8,152,09429070,2018-07-03 15:30,0.92,5.14
80.9,158,09429070,2018-07-03 15:45,0.96,5.13
80.9,155,09429070,2018-07-03 16:00,0.94,5.10
81.0,147,09429070,2018-07-03 16:15,0.89,5.10
81.0,139,09429070,2018-07-03 16:30,0.85,5.09
81.0,142,09429070,2018-07-03 16:45,0.90,4.93
80.9,200,09429070,2018-07-03 17:00,1.29,4.87
80.9,145,09429070,2018-07-03 17:15,0.95,4.83
80.8,147,09429070,2018-07-03 17:30,0.97,4.79
80.7,144,09429070,2018-07-03 17:45,0.96,4.76
80.6,136,09429070,2018-07-03 18:00,0.89,4.79
80.5,158,09429070,2018-07-03 18:15,1.04,4.78
80.4,148,09429070,2018-07-03 18:30,0.98,4.77
80.2,151,09429070,2018-07-03 18:45,1.00,4.77
80.1,132,09429070,2018-07-03 19:00,0.88,4.75
80.0,122,09429070,2018-07-03 19:15,0.82,4.74
79.8,122,09429070,2018-07-03 19:30,0.82,4.74
79.6,124,09429070,2018-07-03 19:45,0.83,4.73
79.5,119,09429070,2018-07-03 20:00,0.80,4.72
79.5,118,09429070,2018-07-03 20:15,0.80,4.71
79.2,121,09429070,2018-07-03 20:30,0.82,4.71
79.0,122,09429070,2018-07-03 20:45,0.82,4.71
79.0,122,09429070,2018-07-03 21:00,0.82,4.72
78.9,136,09429070,2018-07-03 21:15,0.91,4.73
78.7,143,09429070,2018-07-03 21:30,0.96,4.73
78.6,199,09429070,2018-07-03 21:45,1.33,4.73
78.4,200,09429070,2018-07-03 22:00,1.34,4.74
78.4,201,09429070,2018-07-03 22:15,1.34,4.75
78.3,214,09429070,2018-07-03 22:30,1.42,4.76
78.2,209,09429070,2018-07-03 22:45,1.39,4.76
78.1,211,09429070,2018-07-03 23:00,1.40,4.76
78.0,198,09429070,2018-07-03 23:15,1.32,4.75
77.8,187,09429070,2018-07-03 23:30,1.25,4.75
77.7,181,09429070,2018-07-03 23:45,1.21,4.75
