Temp,Flow,site_no,datetime,Velocity,GageHeight
81.9,146,09429070,2018-07-20 10:15,1.12,4.27
82.0,-5.75,09429070,2018-07-20 10:30,-0.04,4.24
82.2,152,09429070,2018-07-20 10:45,1.19,4.22
82.4,148,09429070,2018-07-20 11:00,1.19,4.14
82.6,146,09429070,2018-07-20 11:15,1.18,4.10
82.8,154,09429070,2018-07-20 11:30,1.25,4.10
83.1,150,09429070,2018-07-20 11:45,1.23,4.08
83.3,157,09429070,2018-07-20 12:00,1.28,4.10
83.5,160,09429070,2018-07-20 12:15,1.29,4.11
83.7,172,09429070,2018-07-20 12:30,1.39,4.13
83.9,180,09429070,2018-07-20 12:45,1.47,4.07
84.0,180,09429070,2018-07-20 13:00,1.50,4.04
84.2,162,09429070,2018-07-20 13:15,1.35,4.02
84.3,166,09429070,2018-07-20 13:30,1.40,4.00
84.5,176,09429070,2018-07-20 13:45,1.50,3.96
84.6,161,09429070,2018-07-20 14:00,1.38,3.95
84.7,151,09429070,2018-07-20 14:15,1.30,3.92
84.9,167,09429070,2018-07-20 14:30,1.45,3.91
85.0,139,09429070,2018-07-20 14:45,1.22,3.88
85.1,141,09429070,2018-07-20 15:00,1.25,3.84
85.2,134,09429070,2018-07-20 15:15,1.19,3.84
85.3,123,09429070,2018-07-20 15:30,1.09,3.83
85.3,147,09429070,2018-07-20 15:45,1.32,3.81
85.4,153,09429070,2018-07-20 16:00,1.38,3.80
85.4,152,09429070,2018-07-20 16:15,1.38,3.78
85.5,115,09429070,2018-07-20 16:30,1.05,3.78
85.4,121,09429070,2018-07-20 16:45,1.11,3.77
85.4,141,09429070,2018-07-20 17:00,1.28,3.78
85.3,155,09429070,2018-07-20 17:15,1.41,3.77
85.3,149,09429070,2018-07-20 17:30,1.36,3.77
85.2,144,09429070,2018-07-20 17:45,1.32,3.75
85.1,146,09429070,2018-07-20 18:00,1.35,3.74
85.0,146,09429070,2018-07-20 18:15,1.36,3.72
84.9,143,09429070,2018-07-20 18:30,1.34,3.70
84.7,145,09429070,2018-07-20 18:45,1.37,3.68
84.6,147,09429070,2018-07-20 19:00,1.39,3.68
84.5,135,09429070,2018-07-20 19:15,1.28,3.67
84.4,129,09429070,2018-07-20 19:30,1.22,3.68
84.2,141,09429070,2018-07-20 19:45,1.32,3.69
84.2,132,09429070,2018-07-20 20:00,1.24,3.69
84.0,145,09429070,2018-07-20 20:15,1.36,3.70
83.9,143,09429070,2018-07-20 20:30,1.31,3.75
83.8,130,09429070,2018-07-20 20:45,1.19,3.77
83.7,147,09429070,2018-07-20 21:00,1.34,3.78
83.6,140,09429070,2018-07-20 21:15,1.27,3.78
83.5,144,09429070,2018-07-20 21:30,1.28,3.84
83.4,149,09429070,2018-07-20 21:45,1.30,3.88
83.2,141,09429070,2018-07-20 22:00,1.22,3.91
83.2,145,09429070,2018-07-20 22:15,1.22,4.00
83.0,137,09429070,2018-07-20 22:30,1.13,4.05
82.8,127,09429070,2018-07-20 22:45,1.03,4.10
82.7,125,09429070,2018-07-20 23:00,1.01,4.13
82.6,126,09429070,2018-07-20 23:15,0.98,4.25
82.4,136,09429070,2018-07-20 23:30,1.02,4.33
82.3,145,09429070,2018-07-20 23:45,1.08,4.38
