WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
1.09,71.4,37.5,09423560,2018-07-12 09:15,6.53
1.03,71.6,34.7,09423560,2018-07-12 09:30,6.48
1.03,71.7,33.7,09423560,2018-07-12 09:45,6.42
1.00,71.9,31.8,09423560,2018-07-12 10:00,6.36
0.96,72.1,29.2,09423560,2018-07-12 10:15,6.29
0.93,72.2,27.8,09423560,2018-07-12 10:30,6.25
0.89,72.4,25.9,09423560,2018-07-12 10:45,6.20
0.85,72.6,24.1,09423560,2018-07-12 11:00,6.15
0.80,72.8,22.2,09423560,2018-07-12 11:15,6.11
0.77,72.5,20.8,09423560,2018-07-12 11:30,6.06
0.71,72.3,18.4,09423560,2018-07-12 11:45,5.99
0.70,72.3,17.9,09423560,2018-07-12 12:00,5.96
0.65,72.3,16.2,09423560,2018-07-12 12:15,5.91
0.60,72.3,14.7,09423560,2018-07-12 12:30,5.87
0.56,72.4,13.6,09423560,2018-07-12 12:45,5.85
0.50,72.5,12.0,09423560,2018-07-12 13:00,5.83
0.49,72.5,11.6,09423560,2018-07-12 13:15,5.80
0.45,72.4,10.5,09423560,2018-07-12 13:30,5.77
0.39,72.4,8.90,09423560,2018-07-12 13:45,5.73
0.33,72.3,7.56,09423560,2018-07-12 14:00,5.73
0.27,72.3,6.14,09423560,2018-07-12 14:15,5.77
,72.6,4.97,09423560,2018-07-12 14:30,5.81
,72.6,3.73,09423560,2018-07-12 14:45,5.85
0.10,72.8,2.18,09423560,2018-07-12 15:00,5.70
0.17,72.8,3.74,09423560,2018-07-12 15:15,5.71
0.15,72.8,3.30,09423560,2018-07-12 15:30,5.71
0.10,72.7,2.26,09423560,2018-07-12 15:45,5.76
0.09,72.7,2.19,09423560,2018-07-12 16:00,5.89
0.11,72.9,2.72,09423560,2018-07-12 16:15,5.92
,73.1,2.73,09423560,2018-07-12 16:30,5.93
0.11,73.4,2.60,09423560,2018-07-12 16:45,5.84
0.17,73.5,3.96,09423560,2018-07-12 17:00,5.81
0.14,73.7,3.24,09423560,2018-07-12 17:15,5.80
0.26,73.5,6.05,09423560,2018-07-12 17:30,5.81
0.30,74.5,7.06,09423560,2018-07-12 17:45,5.83
0.32,73.6,7.85,09423560,2018-07-12 18:00,5.85
0.42,72.5,10.3,09423560,2018-07-12 18:15,5.87
0.55,72.0,13.7,09423560,2018-07-12 18:30,5.90
0.60,71.8,15.1,09423560,2018-07-12 18:45,5.93
0.72,71.7,18.4,09423560,2018-07-12 19:00,5.96
0.76,71.7,19.8,09423560,2018-07-12 19:15,6.00
0.84,71.6,22.5,09423560,2018-07-12 19:30,6.05
0.92,71.6,25.2,09423560,2018-07-12 19:45,6.09
1.02,71.6,29.0,09423560,2018-07-12 20:00,6.14
1.09,71.6,31.9,09423560,2018-07-12 20:15,6.20
1.20,71.7,36.4,09423560,2018-07-12 20:30,6.27
1.17,71.7,36.4,09423560,2018-07-12 20:45,6.32
1.32,71.7,42.6,09423560,2018-07-12 21:00,6.40
1.31,71.8,43.9,09423560,2018-07-12 21:15,6.48
1.41,71.8,49.0,09423560,2018-07-12 21:30,6.56
1.44,71.8,51.8,09423560,2018-07-12 21:45,6.64
1.52,71.8,56.9,09423560,2018-07-12 22:00,6.74
1.60,71.8,61.9,09423560,2018-07-12 22:15,6.82
1.63,71.8,65.7,09423560,2018-07-12 22:30,6.91
1.65,71.7,68.7,09423560,2018-07-12 22:45,7.00
1.74,71.7,75.3,09423560,2018-07-12 23:00,7.09
1.78,71.6,80.3,09423560,2018-07-12 23:15,7.19
1.79,71.6,83.1,09423560,2018-07-12 23:30,7.26
1.79,71.5,85.4,09423560,2018-07-12 23:45,7.33
