"5ZZ9DB447869DAAC5",2001,"XZR 2000",7658,2,1
"5ZZA20147858E20C6",2011,"260 SC",11291,5,3
"5ZZ849A41F55F70C6",2011,"950GT",4404,7,6
"5ZZBBC3487F99CCCB",2001,"422S",26789,10,5
"5ZZ8AF44280278728",2004,"260 SC",956,1,1
"5ZZAA6546F82A82D2",2003,"CK 9000",33830,2,8
"5ZZA6F342851CDF48",2005,"422S",32957,1,5
"5ZZ9EE34D433F84FC",2005,"422S",14765,8,6
"5ZZ9FBF41E8DD0FBC",2005,"950GT",11260,4,1
"5ZZA6FE4658A7144C",2001,"422S",19213,2,5
"5ZZAA354EACE9E37E",2008,"CK 9000",9169,5,1
"5ZZB3EE405661AF22",2006,"XZR 2000",1566,4,6
"5ZZ8EE848BD681136",2002,"XZR 2000",27178,7,1
"5ZZ828D4E1FE1FAA8",2012,"260 SC",22916,7,1
"5ZZ8C1440EB74D081",2008,"CK 9000",10415,9,5
"5ZZ89F54F92017701",2005,"950GT",11050,3,6
"5ZZBEB244E066FBB6",2004,"XZR 2000",4992,6,1
"5ZZBA5A43A7B6D680",2012,"260 SC",19217,10,2
"5ZZ908F45D6C2BDE5",2010,"CK 9000",31977,2,1
"5ZZ96BA4852C4B529",2011,"950GT",13161,4,1
"5ZZ9C434B31662D2F",2003,"XZR 2000",21556,4,1
"5ZZA61246E57550F0",2006,"260 SC",10017,4,1
"5ZZA2514046D496C6",2003,"XZR 2000",28057,5,1
"5ZZAE324261E109E5",2006,"XZR 2000",21712,8,1
"5ZZAC8A41B542B41B",2011,"CK 9000",15950,5,1
"5ZZ8EC041CC68CFC5",2007,"CK 9000",7924,9,8
"5ZZABD0457D281D0D",2011,"422S",26737,1,1
"5ZZA64D49C3645007",2010,"422S",1979,8,7
"5ZZA0DF4C9B427382",2002,"260 SC",6743,1,1
"5ZZ9C434F81064906",2003,"260 SC",7653,8,4
"5ZZBC0A4985E7E52D",2008,"XZR 2000",23283,8,8
"5ZZ8F7A478ED8D1DB",2002,"CK 9000",13672,3,7
"5ZZ8A6D47E74A2BAB",2001,"CK 9000",22025,4,5
"5ZZA9A04802E69CE3",2002,"CK 9000",14859,7,4
"5ZZ86354E8E555327",2009,"260 SC",31866,4,7
"5ZZAB2F43D96E198C",2002,"950GT",18235,8,2
"5ZZ843E4ECB30B28F",2008,"260 SC",6657,4,1
"5ZZ807D42E2A4FCE3",2008,"950GT",26478,2,1
"5ZZB5914280D57600",2005,"CK 9000",33553,9,1
"5ZZ876F48DF8EF62B",2008,"CK 9000",32882,10,6
"5ZZAF2F46EFBFCE63",2006,"XZR 2000",12390,2,7
"5ZZ86D5491E8F7E93",2011,"XZR 2000",24372,8,2
"5ZZ8DD449D9F8913F",2010,"XZR 2000",3888,6,3
"5ZZAC8940A8058BC4",2006,"260 SC",12477,7,1
"5ZZ89374075DDB4DF",2012,"422S",18523,1,1
"5ZZ87D4495FA12D84",2011,"260 SC",11994,10,3
"5ZZ8C9E472444A789",2004,"950GT",34596,8,1
"5ZZ907D469474D4D4",2009,"XZR 2000",603,9,1
"5ZZA5CD45A0F39497",2011,"CK 9000",33910,4,3
"5ZZBFC446586C9248",2006,"422S",25026,4,2
"5ZZ8B9A45322241F1",2012,"950GT",4429,2,5
"5ZZB2D4445C8F2B70",2001,"260 SC",26654,7,4
"5ZZ91E54322EA6321",2005,"260 SC",5929,3,6
"5ZZ8E824F656FD238",2011,"CK 9000",28379,5,5
"5ZZ8EA14D340DD140",2007,"CK 9000",23748,2,1
"5ZZ9AE64BEFCF6284",2004,"422S",34451,6,5
"5ZZA3D9464C72EB52",2007,"950GT",32436,4,4
"5ZZ9A714AE686D2A5",2010,"422S",14105,2,1
"5ZZBEC04C9C6AEF99",2012,"422S",17005,4,7
"5ZZA9E441F701D7EA",2010,"XZR 2000",19445,6,5
"5ZZACE34208820438",2008,"260 SC",33016,4,8
"5ZZ84B84813615F5E",2006,"XZR 2000",33481,10,1
"5ZZAD81433E92BE8B",2006,"950GT",26703,2,1
"5ZZBA4F4ED4015B5B",2012,"950GT",28900,1,3
"5ZZ96D145ADEBCA38",2001,"950GT",13182,6,4
"5ZZ9B214C4662835F",2004,"950GT",29509,1,4
"5ZZ918944D0EAFA31",2008,"260 SC",11631,1,3
"5ZZA4C24C3BD0EBE2",2002,"260 SC",17008,4,6
"5ZZB9964E4255A59B",2007,"422S",21344,9,1
"5ZZA5474BAE3167B2",2005,"260 SC",11201,6,6
"5ZZBAA941499EEC8F",2006,"XZR 2000",28425,6,4
"5ZZ98F345BB11D157",2011,"CK 9000",20883,4,5
"5ZZ91AD4A69BFCE02",2009,"260 SC",15283,8,1
"5ZZ986845CE2506B5",2004,"CK 9000",33307,6,3
"5ZZBB1241728159AB",2001,"XZR 2000",12429,10,8
"5ZZ93FB4FDFD31E01",2002,"CK 9000",27658,4,1
"5ZZ85014ACAD07771",2004,"950GT",23464,1,1
"5ZZ8BB24122FE3376",2010,"XZR 2000",10585,4,3
"5ZZ98D643A9A049DD",2010,"CK 9000",24778,10,3
"5ZZB2D14C8D720CD7",2009,"CK 9000",21278,6,8
"5ZZA5C14774FB0753",2003,"422S",25414,10,8
"5ZZ8CC541C6335715",2010,"260 SC",4630,1,1
"5ZZ90DE44969F412E",2003,"422S",34076,2,1
"5ZZA31F415A068833",2012,"260 SC",59,2,3
"5ZZB04E4F16BD6FF4",2003,"260 SC",27929,1,5
"5ZZBAFC44A8BEFD64",2004,"260 SC",28442,8,1
"5ZZA8294984C19170",2011,"950GT",6668,2,1
"5ZZA4354308DEEC9A",2010,"950GT",27066,3,1
"5ZZB68147C85584BB",2002,"260 SC",9888,5,1
"5ZZBF6448DFA789F7",2005,"950GT",5642,6,1
"5ZZB02D4F87BDEA79",2001,"950GT",28614,4,1
"5ZZB7374D61B87E5B",2009,"950GT",5014,2,1
"5ZZBCCA490F689AE0",2003,"260 SC",2705,7,1
"5ZZB64A4AEE005B91",2008,"CK 9000",15131,7,2
"5ZZ942B4060BDE059",2011,"950GT",16118,7,1
"5ZZA83F45F80BB007",2001,"XZR 2000",12388,6,1
"5ZZAD854924E25D2E",2011,"422S",12936,10,1
"5ZZ94E54007452FD5",2001,"422S",19070,1,2
"5ZZ914D41D05BB42B",2002,"260 SC",15220,1,1
"5ZZA7C74300341D6F",2003,"CK 9000",329,2,3
"5ZZ8F9B422295AFDB",2006,"XZR 2000",4518,7,1
"5ZZB35C443342A6DB",2010,"950GT",20716,9,3
"5ZZ8D704DB3F59A20",2009,"CK 9000",20808,1,7
"5ZZAB714977207864",2011,"260 SC",27305,8,6
"5ZZ9930452B43D710",2009,"422S",19998,5,1
"5ZZA413445767E910",2007,"260 SC",1981,1,1
"5ZZB8AB409EC1B28F",2003,"422S",21488,8,4
"5ZZ8E3547445050AE",2005,"CK 9000",15464,5,1
"5ZZBCBE45B5730136",2005,"XZR 2000",3128,6,4
"5ZZB87F45F1962A21",2005,"422S",9555,5,5
"5ZZ95E8435CDF6C3F",2011,"XZR 2000",13472,2,5
"5ZZ97C145B0C93EC3",2007,"CK 9000",33998,8,1
"5ZZAD7B49FA41FBB0",2011,"XZR 2000",20970,2,1
"5ZZ81104A2166DC5C",2005,"422S",23494,7,2
"5ZZ93BE4B08800BFF",2005,"XZR 2000",12729,5,5
"5ZZAEE243E95A8011",2009,"CK 9000",19030,6,1
"5ZZA04D467ADDA8BF",2012,"CK 9000",20760,6,4
"5ZZ9AD944A1797572",2009,"260 SC",25749,3,3
"5ZZB41045B30EEFEF",2012,"260 SC",4452,2,6
"5ZZ8B174FBA8BBDBB",2011,"XZR 2000",34222,6,5
"5ZZ996548F2A02BEC",2007,"950GT",30501,6,7
"5ZZB48542D0B9BEAB",2012,"950GT",1104,6,5
"5ZZAE634774BA577D",2011,"260 SC",9159,6,1
"5ZZ950642CF4FF4CA",2005,"CK 9000",24826,10,1
"5ZZ872C4520C2319A",2011,"CK 9000",26776,3,2
"5ZZ83B14B3987972D",2002,"422S",21819,1,4
"5ZZB00B44E9E33966",2011,"950GT",27353,5,7
"5ZZB396410054D205",2002,"260 SC",14560,1,1
"5ZZA86444BC6F8E9F",2001,"XZR 2000",29265,2,7
"5ZZ80774EC6E97DC1",2010,"XZR 2000",21510,4,1
"5ZZA3204A69E7308C",2011,"422S",14164,5,1
"5ZZBA684B728AA4E9",2010,"950GT",3611,1,1
"5ZZ8B514E8D318821",2005,"260 SC",5046,3,1
"5ZZ9A984E3EC6D6E5",2005,"422S",8520,4,5
"5ZZA1EB4DEBDFB9A3",2006,"260 SC",7826,9,7
"5ZZ9C0B488E8D75E6",2004,"XZR 2000",28755,1,1
"5ZZ90D645F12A51C2",2002,"CK 9000",18298,1,4
"5ZZA5854994BF4E75",2008,"950GT",29770,9,6
"5ZZA0784CA91E8AF8",2007,"422S",31841,2,1
"5ZZ973A4A04B3F0DF",2003,"260 SC",6576,7,1
"5ZZBD5C4E902674A5",2009,"422S",21781,9,4
"5ZZ9F8944E193F260",2004,"950GT",18200,2,4
"5ZZBE3E4C482F4B6C",2002,"422S",21583,8,7
"5ZZA5F44DE4AE32AC",2009,"260 SC",9662,10,1
"5ZZ81DE4D444A7450",2005,"950GT",24697,3,1
"5ZZB69F40876A35CA",2005,"260 SC",25561,10,1
"5ZZ9D98471F4C0007",2008,"XZR 2000",32884,1,1
"5ZZ87AC44FC8FE2FF",2006,"950GT",18015,5,5
"5ZZ8A704F3659A854",2004,"CK 9000",12871,8,5
"5ZZ8FE549E634538F",2003,"CK 9000",16452,8,8
"5ZZBB3E4FB2FC1746",2004,"260 SC",16364,5,1
"5ZZ8D3F4C70BAE6B7",2005,"422S",34511,9,4
"5ZZ8360486364580D",2007,"CK 9000",25620,7,2
"5ZZADFF4AAF7FB20B",2008,"XZR 2000",30246,8,1
"5ZZA47D4B75CD9DA6",2003,"260 SC",177,5,3
"5ZZ92F44892C741BA",2006,"950GT",14038,1,1
"5ZZA51B4EF5B2E9AA",2004,"950GT",5875,9,7
"5ZZA90F4DB39DDF8F",2009,"XZR 2000",25115,5,1
"5ZZ91654D59951422",2003,"260 SC",26007,9,4
"5ZZ8FF44B195BD79C",2004,"260 SC",9851,1,6
"5ZZB05D4ECBE182F2",2002,"260 SC",24776,8,1
"5ZZ82E7473AC8A83F",2012,"CK 9000",17595,1,3
"5ZZ895B4F51AAE0D1",2005,"422S",17711,7,1
"5ZZ93274C89D12C62",2001,"422S",30161,10,2
"5ZZ8596473E8F26A2",2001,"XZR 2000",9689,5,1
"5ZZB2D44E7B1F3D2C",2002,"CK 9000",19157,9,4
"5ZZ8BFD44F5FE2F3C",2001,"950GT",6264,9,1
"5ZZB1A245A9B5C5EC",2008,"260 SC",24436,8,7
"5ZZ985B49BA8E548B",2011,"260 SC",5698,8,1
"5ZZB9FB4B210C1ADE",2003,"422S",6525,5,4
"5ZZB7674062B20C99",2010,"422S",31601,7,1
"5ZZB6A6467475B0DD",2002,"260 SC",18507,8,5
"5ZZBFBC42CAC71421",2002,"XZR 2000",9637,6,1
"5ZZ9B024257FA289E",2002,"950GT",14095,10,2
"5ZZ899645DB711291",2011,"260 SC",11991,6,1
"5ZZBCA54C68CED7FF",2005,"XZR 2000",6818,2,7
"5ZZ952149FA40E40D",2002,"422S",26600,8,2
"5ZZ9E324C2F5E726D",2004,"260 SC",34580,10,1
"5ZZA1724DEE6328BC",2002,"XZR 2000",32482,1,4
"5ZZ9C0D4C614D017D",2004,"422S",34611,8,2
"5ZZA7C042BD9DDC8C",2004,"950GT",30742,1,3
"5ZZ9D7F4A1ACCA8F0",2007,"422S",6824,8,3
"5ZZ93BA46F88A32B3",2009,"950GT",7022,2,8
"5ZZ991D49DA992F45",2005,"CK 9000",25958,8,2
"5ZZ96FA4403DD7AFF",2006,"950GT",383,10,7
"5ZZ94524D7AC3B8E5",2004,"XZR 2000",1271,7,5
"5ZZ8D374ADFA56816",2002,"XZR 2000",34527,8,1
"5ZZ9BA54F565CC17C",2001,"950GT",18530,2,2
"5ZZ99BD4AC351D055",2011,"CK 9000",762,6,1
"5ZZ9C10465BCFC46E",2002,"950GT",25447,6,1
"5ZZB5E342073E3B33",2008,"XZR 2000",1496,4,4
"5ZZ88B04274F7AC4A",2002,"CK 9000",25006,7,7
"5ZZ8F23408427ADE1",2009,"XZR 2000",1948,7,5
"5ZZ80784F7C6773A4",2011,"XZR 2000",14256,8,8
"5ZZB3B44DFA6DBD4B",2005,"CK 9000",18138,4,2
"5ZZ8CB442A3ACC966",2004,"260 SC",21720,6,3
"5ZZ830A4823E91896",2001,"260 SC",16425,7,3
"5ZZ84C648399F7B67",2011,"260 SC",29729,2,1
"5ZZBD37413C510A6C",2009,"260 SC",23290,1,1
"5ZZB4D64BFD56AE27",2005,"CK 9000",25221,1,1
"5ZZ807C428232FD7F",2006,"260 SC",11122,1,2
"5ZZ8211462BDDAAD4",2001,"260 SC",3734,6,1
"5ZZB9F44FFDDB3716",2002,"CK 9000",16092,5,6
"5ZZ815541C36727B2",2002,"422S",31131,10,1
"5ZZB65E47254CAACC",2004,"260 SC",2543,9,1
"5ZZ82B446ABE537ED",2002,"422S",13864,3,5
"5ZZB5B44CB742BA67",2001,"CK 9000",22646,1,8
"5ZZB70646DA036E33",2007,"260 SC",32159,5,6
"5ZZ93E146AD0B8DAB",2012,"260 SC",11102,7,1
"5ZZAEC946E18013B8",2003,"XZR 2000",986,3,7
"5ZZB0EB4983D80145",2001,"CK 9000",1399,2,6
"5ZZ970849DE56D675",2004,"422S",23038,6,1
"5ZZ83144BA4EF3B27",2012,"XZR 2000",34707,10,1
"5ZZ81CF483D4CEA57",2004,"422S",31908,7,6
"5ZZAF0B42AB885F87",2004,"CK 9000",30273,7,1
"5ZZB19D4A38DFE168",2010,"950GT",15150,7,3
"5ZZ97E8490B449671",2002,"950GT",4749,2,1
"5ZZ93A04778813975",2005,"XZR 2000",23212,2,7
"5ZZ95E64E6DCFDBC9",2012,"260 SC",19402,5,1
"5ZZ9D3B4D229902FF",2002,"XZR 2000",19467,9,5
"5ZZB5A54F331BA4CE",2009,"XZR 2000",1149,9,5
"5ZZ82114014DBA38B",2006,"422S",9676,7,1
"5ZZ8A614D26D12525",2010,"950GT",5024,9,6
"5ZZA68D4BF94E3550",2005,"CK 9000",7657,5,1
"5ZZ9A7544A1A79F9D",2005,"260 SC",3207,10,3
"5ZZ8823442DEA5B7A",2008,"260 SC",27236,3,4
"5ZZBEF44567216FEF",2007,"422S",1239,8,2
"5ZZ878842719DC523",2004,"XZR 2000",30792,9,1
"5ZZ8B3E414BF3CB1B",2011,"422S",7870,9,6
"5ZZADD643E1ACC499",2011,"260 SC",13183,7,1
"5ZZA5564723339202",2008,"422S",28573,6,1
"5ZZB17D4780671606",2010,"260 SC",13,4,4
"5ZZA37040A58A0859",2001,"CK 9000",20006,2,1
"5ZZ95494A817957E6",2005,"422S",2209,9,1
"5ZZ87134995444F1A",2007,"CK 9000",22433,9,8
"5ZZB4FE4BA4A7AB46",2001,"CK 9000",12185,10,2
"5ZZB18946F3280A5C",2011,"XZR 2000",13205,10,2
"5ZZA6754B5106C559",2007,"950GT",31046,10,2
"5ZZ9F3348F89C3D64",2011,"260 SC",31535,6,1
"5ZZ97C44C3974B5D8",2012,"260 SC",15624,4,1
"5ZZBF444BF0D7C89C",2001,"950GT",27614,8,8
"5ZZ88824DDB619F36",2005,"260 SC",30083,9,1
"5ZZA88B47A948A11D",2010,"422S",27220,7,4
"5ZZB8354F13050396",2006,"XZR 2000",17789,10,4
"5ZZAD36412721A37A",2010,"422S",12369,10,1
"5ZZ828243D87E1CEB",2001,"XZR 2000",15208,2,1
"5ZZ8BA64D663EF09D",2012,"950GT",1832,6,1
"5ZZA824465A779FCF",2002,"CK 9000",17406,10,1
"5ZZB813492EBACDFE",2005,"950GT",4720,10,1
"5ZZB47D4C8B2EEA14",2008,"950GT",1036,9,1
"5ZZA9084B296D48A7",2009,"950GT",19469,6,8
"5ZZ950F47897325A5",2004,"CK 9000",8817,8,1
"5ZZBFF0479FE60C9F",2007,"260 SC",24884,10,1
"5ZZ992047E05DA471",2009,"950GT",9493,10,1
"5ZZBAFC49A5691839",2003,"XZR 2000",5252,1,8
"5ZZ89F242E2A043D3",2001,"260 SC",18292,9,1
"5ZZA78A4724D0C570",2005,"260 SC",20161,10,1
"5ZZ91864AF72DB96F",2007,"260 SC",6286,2,3
"5ZZ97CC4C3E3D9CB8",2005,"950GT",33505,9,5
"5ZZA6BA40415C36C8",2007,"260 SC",14934,3,2
"5ZZBEAB49B48A47F2",2005,"422S",6915,5,8
"5ZZ805B4736FD2378",2004,"950GT",20050,6,7
"5ZZ85674B0F536F08",2004,"CK 9000",4413,2,1
"5ZZB95D4F91F5BC38",2001,"CK 9000",1294,1,1
"5ZZB72A405FBF4941",2006,"422S",3163,2,1
"5ZZ97C048E0279898",2004,"CK 9000",16453,8,4
"5ZZ98B8418D1B7998",2003,"XZR 2000",29724,5,3
"5ZZA9954D1EF6AD39",2007,"XZR 2000",24711,1,8
"5ZZBC2E479690FA96",2009,"422S",4050,5,8
"5ZZ98F24FC29CC9CF",2002,"XZR 2000",28916,2,8
"5ZZA4434A40A9AB2F",2012,"260 SC",34048,7,7
"5ZZ81924654A80F8F",2002,"950GT",6537,1,6
"5ZZ919F426B3B299A",2011,"CK 9000",4887,8,1
"5ZZ83B241FDE4E8BD",2004,"XZR 2000",30570,5,6
"5ZZ9AEE4CD10831F8",2007,"CK 9000",11035,3,1
"5ZZB13B4EB02ECBE6",2008,"CK 9000",9271,3,1
"5ZZ9AE04335EB9AE5",2008,"CK 9000",17778,5,1
"5ZZ9B054D9E743D1C",2004,"CK 9000",32832,9,1
"5ZZBAA2458F6C5A64",2005,"XZR 2000",18300,3,5
"5ZZ946A4BCCB3D994",2006,"XZR 2000",23610,8,1
"5ZZ9F3F475B581D41",2008,"950GT",22325,4,3
"5ZZ846C4554FD5A40",2004,"950GT",1457,3,6
"5ZZ98FA44EC2F1B03",2005,"CK 9000",9752,4,1
"5ZZ8D024B2C1CF9F7",2005,"XZR 2000",7017,1,2
"5ZZB9B2444200629E",2008,"422S",31490,9,2
"5ZZA63D434B62E224",2007,"260 SC",9247,2,8
"5ZZ86DE4FC32A0761",2001,"XZR 2000",3778,8,1
"5ZZ8CB04F2BC3ED65",2008,"422S",27508,7,4
"5ZZ8CDE47DD6E2228",2009,"XZR 2000",21820,9,7
"5ZZBD0944026E3C42",2001,"950GT",15973,3,3
"5ZZ9035413EC52DE5",2002,"CK 9000",10967,5,1
"5ZZ89A648D4A6F5CC",2001,"422S",13347,2,1
"5ZZ891447BDA89F09",2006,"950GT",24758,3,1
"5ZZABD74101E3D877",2004,"CK 9000",15050,8,1
"5ZZ84F34B1C418FB3",2009,"XZR 2000",31124,7,4
"5ZZ823D46660F5772",2008,"CK 9000",17063,7,1
"5ZZA9AB4A0BB31571",2012,"XZR 2000",29382,5,1
"5ZZ8CE44E07983D7B",2012,"422S",7763,3,4
"5ZZB797411BA4D1AC",2006,"422S",5007,10,1
"5ZZA969437DD34680",2012,"CK 9000",101,5,1
"5ZZ96DC421E424082",2009,"260 SC",18761,6,7
"5ZZA5D147FE88D817",2005,"950GT",12256,7,1
"5ZZA110471ABB64AE",2010,"422S",16740,7,5
"5ZZA9604649BBA808",2012,"422S",27566,1,1
"5ZZAA354A73FF1F3C",2003,"XZR 2000",28536,3,4
"5ZZB77E4A05F4EDFE",2009,"260 SC",17960,9,1
"5ZZB19E42BF117DD5",2012,"CK 9000",1088,1,1
"5ZZB55844BAE6A04A",2008,"CK 9000",9916,1,6
"5ZZ88CD4E89EADE02",2008,"CK 9000",5996,9,1
"5ZZ83D446E16F7F9E",2012,"XZR 2000",28574,10,1
"5ZZAED940255F5416",2005,"260 SC",16270,2,6
"5ZZ89F84E7F10B62B",2009,"422S",4325,4,1
"5ZZB6734CBCDD9FC0",2010,"950GT",29744,2,6
"5ZZ85054FC9ED5D0A",2011,"950GT",15934,10,1
"5ZZ8298475E7D8697",2010,"950GT",16671,9,7
"5ZZ9299478D289C87",2004,"950GT",21653,6,5
"5ZZABC0485DB747B1",2008,"260 SC",2801,2,1
"5ZZB04C454B8504AF",2006,"422S",22181,2,1
"5ZZA58B41DC59D928",2006,"260 SC",16700,10,1
"5ZZ8538403C455F72",2005,"CK 9000",33196,5,1
"5ZZB8274375DDA9A7",2011,"260 SC",32901,6,3
"5ZZ82074AED6F1FCD",2012,"422S",1774,9,1
"5ZZ9E7D49F97CD23C",2009,"422S",5806,8,1
"5ZZ97A14937C95664",2003,"CK 9000",21956,9,6
"5ZZAFE74FAB49417F",2012,"422S",20917,9,7
"5ZZ874548A061A7FF",2012,"CK 9000",27870,7,1
"5ZZ9C2A474FAC428D",2004,"950GT",26456,7,1
"5ZZ942C4D3D92664B",2008,"950GT",24628,4,4
"5ZZBF6A48F00CE5AB",2004,"422S",4021,2,1
"5ZZ94DC4CEF892B11",2009,"CK 9000",6535,5,2
"5ZZBA1D44D5F555E5",2002,"950GT",18646,8,1
"5ZZ913240203D15AB",2008,"422S",14461,2,1
"5ZZ8E0445E47D6F3D",2008,"XZR 2000",29376,9,1
"5ZZ9B314034286E40",2012,"950GT",3487,1,1
"5ZZA8D245C8618799",2010,"260 SC",9805,7,3
"5ZZB9AE4AE3094F88",2001,"950GT",15918,2,1
"5ZZ9A3C494B35B1B3",2003,"XZR 2000",25918,1,1
"5ZZ8B9646A3E6503A",2012,"950GT",25938,9,8
"5ZZ92EA469C27433D",2003,"950GT",28716,8,5
"5ZZBCC1450456C5A9",2011,"950GT",28426,9,1
"5ZZA6284EC8892050",2005,"CK 9000",19332,2,1
"5ZZ99A14D1B9860BC",2005,"XZR 2000",3429,1,1
"5ZZBB824862608A98",2005,"XZR 2000",8760,1,6
"5ZZ887241A9DEDD7F",2007,"260 SC",16771,4,8
"5ZZB0414588AE4777",2007,"CK 9000",28550,7,8
"5ZZA98C4AECDA26B4",2004,"950GT",32708,3,2
"5ZZA487470A3E975B",2007,"950GT",19300,7,1
"5ZZB8874100B52F14",2005,"XZR 2000",19363,10,5
"5ZZ9DA84BEDCAC583",2003,"CK 9000",12776,4,4
"5ZZ9E0640D5642E1E",2007,"XZR 2000",12434,3,1
"5ZZBFE54C9A0C191A",2012,"422S",2121,1,5
"5ZZA22F4B7F170342",2001,"260 SC",696,2,2
"5ZZBCCC4BBD19A875",2003,"260 SC",24622,3,6
"5ZZAF754A192D8DD5",2011,"CK 9000",15373,6,1
"5ZZB1594C6B0FCF1B",2012,"950GT",32876,6,6
"5ZZ82DF4EB1A4BB10",2004,"XZR 2000",17731,10,8
"5ZZ965C478706A67F",2011,"422S",13717,9,8
"5ZZ87B04C1103DF3A",2006,"CK 9000",1117,3,2
"5ZZAAF44D859A7B4F",2009,"260 SC",21752,10,1
"5ZZA9014F5CDBAABD",2002,"260 SC",34013,7,7
"5ZZ87A44CEE2DA6C3",2002,"260 SC",23803,4,1
"5ZZA3E0448FC64EBE",2005,"950GT",27735,6,1
"5ZZ82774D50487543",2007,"950GT",26480,10,6
"5ZZ8B364ACEA8B5DE",2011,"CK 9000",2169,8,7
"5ZZBB4C4D51111BA5",2011,"950GT",33836,8,1
"5ZZ988943E470D417",2003,"260 SC",18990,4,4
"5ZZ9DD54F307BC078",2001,"260 SC",24455,9,3
"5ZZAB614EB836BE68",2012,"260 SC",11971,3,8
"5ZZABAC42B1CE728B",2011,"422S",1717,3,1
"5ZZ896D4CDA96B28D",2001,"260 SC",10790,10,1
"5ZZ957A42A3A928C7",2006,"XZR 2000",19239,9,1
"5ZZB7F84D20BC6EB5",2001,"950GT",16781,5,6
"5ZZB9D64EF819FF3A",2004,"260 SC",7207,6,1
"5ZZ90EF4B37F8173E",2003,"CK 9000",5637,9,5
"5ZZ8E7240B1C7849B",2005,"XZR 2000",10421,2,5
"5ZZ8B314093E2D5F2",2008,"CK 9000",22826,6,1
"5ZZAE0348EF3F14F4",2012,"950GT",5605,3,1
"5ZZ9C074E130206AB",2007,"950GT",9516,3,1
"5ZZBE1041A0AC2080",2001,"CK 9000",25496,10,1
"5ZZ979D46E4506296",2004,"422S",25576,7,3
"5ZZ9FFC4A2BF4AB17",2011,"XZR 2000",29243,10,1
"5ZZ96E14C1FF85E6A",2002,"950GT",26832,1,3
"5ZZ93C04BAB9809B6",2006,"260 SC",10836,3,1
"5ZZ843848F5EC6DA6",2011,"CK 9000",28092,6,7
"5ZZAD7B406B0F5DEE",2004,"950GT",18485,3,1
"5ZZ8E5B447E876FC3",2007,"XZR 2000",5155,1,5
"5ZZ91964832D15C18",2011,"CK 9000",4229,1,4
"5ZZA28B427628BC13",2002,"CK 9000",19233,7,1
"5ZZA84E40EF9DA7F7",2002,"260 SC",5477,7,6
