Temp,Flow,site_no,datetime,Velocity,GageHeight
83.1,170,09429070,2018-07-14 11:30,0.92,5.62
83.4,164,09429070,2018-07-14 11:45,0.89,5.59
83.6,180,09429070,2018-07-14 12:00,1.02,5.41
83.8,161,09429070,2018-07-14 12:15,0.93,5.33
84.1,174,09429070,2018-07-14 12:30,1.02,5.27
84.3,172,09429070,2018-07-14 12:45,1.04,5.14
84.5,170,09429070,2018-07-14 13:00,1.05,5.03
84.7,166,09429070,2018-07-14 13:15,1.05,4.94
84.9,166,09429070,2018-07-14 13:30,1.07,4.88
85.0,178,09429070,2018-07-14 13:45,1.19,4.74
85.2,169,09429070,2018-07-14 14:00,1.16,4.63
85.4,169,09429070,2018-07-14 14:15,1.19,4.56
85.5,153,09429070,2018-07-14 14:30,1.09,4.51
85.7,154,09429070,2018-07-14 14:45,1.11,4.47
85.8,161,09429070,2018-07-14 15:00,1.19,4.39
85.9,145,09429070,2018-07-14 15:15,1.11,4.28
86.0,137,09429070,2018-07-14 15:30,1.07,4.22
86.1,159,09429070,2018-07-14 15:45,1.26,4.16
86.2,139,09429070,2018-07-14 16:00,1.12,4.12
86.2,152,09429070,2018-07-14 16:15,1.23,4.10
86.2,157,09429070,2018-07-14 16:30,1.32,4.00
86.2,154,09429070,2018-07-14 16:45,1.33,3.94
86.2,151,09429070,2018-07-14 17:00,1.30,3.91
86.1,156,09429070,2018-07-14 17:15,1.36,3.89
86.1,148,09429070,2018-07-14 17:30,1.30,3.86
86.0,135,09429070,2018-07-14 17:45,1.19,3.85
86.0,147,09429070,2018-07-14 18:00,1.30,3.84
86.0,148,09429070,2018-07-14 18:15,1.31,3.84
85.9,138,09429070,2018-07-14 18:30,1.22,3.85
85.8,137,09429070,2018-07-14 18:45,1.21,3.87
85.8,128,09429070,2018-07-14 19:00,1.12,3.88
85.7,122,09429070,2018-07-14 19:15,1.06,3.89
85.6,141,09429070,2018-07-14 19:30,1.23,3.90
85.5,140,09429070,2018-07-14 19:45,1.22,3.90
85.4,145,09429070,2018-07-14 20:00,1.24,3.96
85.3,139,09429070,2018-07-14 20:15,1.17,3.99
85.3,140,09429070,2018-07-14 20:30,1.17,4.01
85.2,135,09429070,2018-07-14 20:45,1.12,4.03
85.0,131,09429070,2018-07-14 21:00,1.07,4.07
84.9,130,09429070,2018-07-14 21:15,1.05,4.12
84.9,125,09429070,2018-07-14 21:30,0.99,4.17
84.8,132,09429070,2018-07-14 21:45,1.05,4.18
84.7,149,09429070,2018-07-14 22:00,1.16,4.21
84.6,149,09429070,2018-07-14 22:15,1.13,4.32
84.5,150,09429070,2018-07-14 22:30,1.12,4.36
84.3,149,09429070,2018-07-14 22:45,1.07,4.48
84.2,156,09429070,2018-07-14 23:00,1.09,4.57
84.2,158,09429070,2018-07-14 23:15,1.09,4.62
84.2,165,09429070,2018-07-14 23:30,1.09,4.76
84.0,159,09429070,2018-07-14 23:45,1.03,4.86
