WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
0.07,79.8,1.67,09423560,2018-07-01 16:00,5.86
0.07,80.0,1.68,09423560,2018-07-01 16:15,5.87
0.13,78.8,3.24,09423560,2018-07-01 16:30,5.94
0.42,78.8,11.2,09423560,2018-07-01 16:45,6.02
0.72,74.4,19.9,09423560,2018-07-01 17:00,6.10
0.89,73.4,25.9,09423560,2018-07-01 17:15,6.20
1.08,72.9,33.3,09423560,2018-07-01 17:30,6.30
1.16,72.6,37.8,09423560,2018-07-01 17:45,6.42
1.24,72.4,42.7,09423560,2018-07-01 18:00,6.54
1.36,72.3,49.5,09423560,2018-07-01 18:15,6.67
1.44,72.1,55.0,09423560,2018-07-01 18:30,6.79
1.58,72.0,63.2,09423560,2018-07-01 18:45,6.91
1.58,71.8,66.0,09423560,2018-07-01 19:00,7.02
1.60,71.7,70.3,09423560,2018-07-01 19:15,7.14
1.71,71.6,78.7,09423560,2018-07-01 19:30,7.24
1.68,71.6,80.4,09423560,2018-07-01 19:45,7.34
1.76,71.6,87.5,09423560,2018-07-01 20:00,7.44
1.79,71.6,91.2,09423560,2018-07-01 20:15,7.51
1.77,71.6,92.8,09423560,2018-07-01 20:30,7.59
1.78,71.7,96.0,09423560,2018-07-01 20:45,7.67
1.79,71.8,98.5,09423560,2018-07-01 21:00,7.73
1.80,71.9,102,09423560,2018-07-01 21:15,7.82
1.85,72.0,107,09423560,2018-07-01 21:30,7.87
1.91,72.0,112,09423560,2018-07-01 21:45,7.93
1.92,72.1,114,09423560,2018-07-01 22:00,7.97
1.99,72.1,120,09423560,2018-07-01 22:15,8.01
1.95,72.2,119,09423560,2018-07-01 22:30,8.05
1.99,72.2,123,09423560,2018-07-01 22:45,8.09
2.03,72.2,127,09423560,2018-07-01 23:00,8.13
2.08,72.1,131,09423560,2018-07-01 23:15,8.13
1.98,72.1,126,09423560,2018-07-01 23:30,8.17
2.07,72.0,132,09423560,2018-07-01 23:45,8.19
