WaterVelocity,Temp,Flow,site_no,datetime,GageHeight
0.99,68.7,36.2,09423560,2018-06-28 08:30,6.66
0.96,68.8,33.2,09423560,2018-06-28 08:45,6.56
0.93,69.0,31.1,09423560,2018-06-28 09:00,6.48
0.80,69.1,25.7,09423560,2018-06-28 09:15,6.39
0.77,69.3,23.8,09423560,2018-06-28 09:30,6.31
0.73,69.5,21.7,09423560,2018-06-28 09:45,6.23
0.60,69.8,17.2,09423560,2018-06-28 10:00,6.16
0.48,70.1,13.4,09423560,2018-06-28 10:15,6.10
0.42,70.5,11.3,09423560,2018-06-28 10:30,6.03
0.33,71.1,8.58,09423560,2018-06-28 10:45,5.96
0.27,71.8,6.71,09423560,2018-06-28 11:00,5.93
0.15,72.6,3.67,09423560,2018-06-28 11:15,5.90
0.10,73.1,2.49,09423560,2018-06-28 11:30,5.93
0.16,73.6,4.02,09423560,2018-06-28 11:45,5.95
0.10,74.0,2.56,09423560,2018-06-28 12:00,5.99
0.10,74.5,2.62,09423560,2018-06-28 12:15,6.03
0.19,75.0,4.87,09423560,2018-06-28 12:30,5.99
0.16,75.4,4.04,09423560,2018-06-28 12:45,5.96
0.14,75.8,3.50,09423560,2018-06-28 13:00,5.94
,76.4,2.65,09423560,2018-06-28 13:15,5.96
0.07,76.7,1.76,09423560,2018-06-28 13:30,5.95
,77.0,2.15,09423560,2018-06-28 13:45,5.96
0.10,77.3,2.54,09423560,2018-06-28 14:00,5.97
0.15,77.7,3.75,09423560,2018-06-28 14:15,5.94
0.09,78.0,2.26,09423560,2018-06-28 14:30,5.95
,78.3,2.40,09423560,2018-06-28 14:45,5.96
0.10,78.6,2.51,09423560,2018-06-28 15:00,5.95
0.10,78.8,2.53,09423560,2018-06-28 15:15,5.96
,79.1,4.02,09423560,2018-06-28 15:30,6.01
0.21,79.3,5.41,09423560,2018-06-28 15:45,6.00
0.42,77.8,11.4,09423560,2018-06-28 16:00,6.05
0.53,76.5,14.7,09423560,2018-06-28 16:15,6.09
0.61,73.8,17.5,09423560,2018-06-28 16:30,6.16
0.79,72.9,23.2,09423560,2018-06-28 16:45,6.21
0.89,72.5,27.2,09423560,2018-06-28 17:00,6.29
0.97,72.3,30.8,09423560,2018-06-28 17:15,6.35
1.07,72.1,35.2,09423560,2018-06-28 17:30,6.43
1.14,71.9,38.5,09423560,2018-06-28 17:45,6.49
1.17,71.8,41.2,09423560,2018-06-28 18:00,6.58
1.24,71.6,44.5,09423560,2018-06-28 18:15,6.63
1.26,71.4,46.6,09423560,2018-06-28 18:30,6.70
1.35,71.2,51.3,09423560,2018-06-28 18:45,6.77
1.36,71.1,53.0,09423560,2018-06-28 19:00,6.83
1.40,70.9,56.2,09423560,2018-06-28 19:15,6.91
1.46,70.8,60.0,09423560,2018-06-28 19:30,6.97
1.48,70.8,62.8,09423560,2018-06-28 19:45,7.05
1.58,70.8,68.8,09423560,2018-06-28 20:00,7.11
1.60,70.9,71.7,09423560,2018-06-28 20:15,7.18
1.59,70.9,73.0,09423560,2018-06-28 20:30,7.24
1.66,71.0,78.8,09423560,2018-06-28 20:45,7.31
1.66,71.1,80.6,09423560,2018-06-28 21:00,7.37
1.72,71.2,85.4,09423560,2018-06-28 21:15,7.43
1.74,71.3,88.3,09423560,2018-06-28 21:30,7.49
1.76,71.4,90.9,09423560,2018-06-28 21:45,7.54
1.78,71.5,94.2,09423560,2018-06-28 22:00,7.61
1.75,71.5,94.3,09423560,2018-06-28 22:15,7.66
1.75,71.6,95.9,09423560,2018-06-28 22:30,7.71
1.76,71.6,98.4,09423560,2018-06-28 22:45,7.77
1.80,71.6,102,09423560,2018-06-28 23:00,7.82
1.77,71.6,102,09423560,2018-06-28 23:15,7.86
1.92,71.5,112,09423560,2018-06-28 23:30,7.91
1.91,71.4,113,09423560,2018-06-28 23:45,7.96
