BatteryVoltage,Flow,site_no,datetime,Precipitation,GageHeight
,0.05,09400815,2018-07-18 15:15,0.00,0.45
,0.05,09400815,2018-07-18 15:30,0.00,0.45
,0.05,09400815,2018-07-18 15:45,0.00,0.45
,0.05,09400815,2018-07-18 16:00,0.00,0.45
12.9,,09400815,2018-07-18 16:07,,
,0.05,09400815,2018-07-18 16:15,0.00,0.45
,0.05,09400815,2018-07-18 16:30,0.00,0.45
,0.05,09400815,2018-07-18 16:45,0.00,0.45
,0.05,09400815,2018-07-18 17:00,0.00,0.45
12.9,,09400815,2018-07-18 17:07,,
,0.05,09400815,2018-07-18 17:15,0.00,0.45
,0.05,09400815,2018-07-18 17:30,0.00,0.45
,0.05,09400815,2018-07-18 17:45,0.00,0.45
,0.05,09400815,2018-07-18 18:00,0.01,0.45
12.9,,09400815,2018-07-18 18:07,,
,0.05,09400815,2018-07-18 18:15,0.00,0.45
,0.05,09400815,2018-07-18 18:30,0.00,0.45
,0.05,09400815,2018-07-18 18:45,0.00,0.45
,0.05,09400815,2018-07-18 19:00,0.00,0.45
12.8,,09400815,2018-07-18 19:07,,
,0.05,09400815,2018-07-18 19:15,0.00,0.45
,0.05,09400815,2018-07-18 19:30,0.00,0.45
,0.05,09400815,2018-07-18 19:45,0.00,0.45
,0.05,09400815,2018-07-18 20:00,0.00,0.45
12.7,,09400815,2018-07-18 20:07,,
,0.05,09400815,2018-07-18 20:15,0.00,0.45
,0.05,09400815,2018-07-18 20:30,0.00,0.45
,0.05,09400815,2018-07-18 20:45,0.00,0.45
,0.05,09400815,2018-07-18 21:00,0.00,0.45
12.6,,09400815,2018-07-18 21:07,,
,0.05,09400815,2018-07-18 21:15,0.00,0.45
,0.05,09400815,2018-07-18 21:30,0.00,0.45
,0.02,09400815,2018-07-18 21:45,0.00,0.44
,0.05,09400815,2018-07-18 22:00,0.00,0.45
12.6,,09400815,2018-07-18 22:07,,
,0.05,09400815,2018-07-18 22:15,0.00,0.45
,0.05,09400815,2018-07-18 22:30,0.00,0.45
,0.05,09400815,2018-07-18 22:45,0.00,0.45
,0.05,09400815,2018-07-18 23:00,0.00,0.45
12.6,,09400815,2018-07-18 23:07,,
,0.02,09400815,2018-07-18 23:15,0.00,0.44
,0.02,09400815,2018-07-18 23:30,0.00,0.44
,0.02,09400815,2018-07-18 23:45,0.00,0.44
